Spectrum Number,MS Level,DT,Retention Time (sec),Min m/z,Base Peak m/z,Base Peak Intensity,CCS (Å^2),Cluster
48711,1,54.381936,165.07500000000002,116.96936405803875,116.97311908240987,51.0,438.5736859720598,99
48712,1,54.50172,165.07500000000002,116.96936405803875,116.97311908240987,28.0,439.5385041301968,99
48713,1,55.340208,165.07500000000002,141.00834169785594,141.01246449970614,25.0,438.88186152581704,666
48714,1,55.459992,165.07500000000002,141.00834169785594,141.01246449970614,25.0,439.83065955464065,666
48715,1,55.579776,165.07500000000002,141.00834169785594,141.01246449970614,25.0,440.7794575834643,666
48716,1,58.454592,165.07500000000002,141.02071032410186,141.02483334664103,24.0,463.5472417737013,1699
48717,1,58.574376,165.07500000000002,141.01246449970614,141.01658740170942,26.0,464.4982831289978,2121
48718,1,58.69416,165.07500000000002,116.9656091510519,116.97311908240987,50.0,473.3086072798906,434
48719,1,58.813944,165.07500000000002,116.9656091510519,116.96936405803875,34.0,474.2734284297035,434
48720,1,58.933728,165.07500000000002,116.9656091510519,116.96936405803875,56.0,475.2382495795163,434
48721,1,0.958272,166.146,141.01246449970614,141.01658740170942,33.0,8.127536752207583,-1
48722,1,1.078056,166.146,141.00834169785594,141.01658740170942,59.0,9.076354468728539,-1
48723,1,1.19784,166.146,141.00834169785594,141.01658740170942,59.0,10.025152497552135,-1
48724,1,1.317624,166.146,141.00834169785594,141.01658740170942,26.0,10.973950526375729,-1
48725,1,1.676976,166.146,116.9656091510519,116.96936405803875,32.0,14.053739968988829,1476
48726,1,1.79676,166.146,116.9656091510519,116.96936405803875,59.0,15.018561118801648,1588
48727,1,1.916544,166.146,116.9656091510519,116.96936405803875,59.0,15.983382268614468,1589
48728,1,2.036328,166.146,116.9656091510519,141.01246449970614,37.0,16.948203418427287,1575
48729,1,2.156112,166.146,141.00834169785594,141.01246449970614,21.0,17.615536728140892,1718
48730,1,2.39568,166.146,116.96936405803875,116.97311908240987,36.0,19.842605340580906,379
48731,1,2.515464,166.146,59.010957116127756,116.97311908240987,36.0,22.69567122159675,-1
48732,1,2.635248,166.146,59.010957116127756,59.01629132379705,23.0,23.74804542386423,1879
48733,1,2.874816,166.146,116.9656091510519,116.97311908240987,61.0,23.701951467117016,2495
48734,1,2.9946,166.146,116.9656091510519,116.97311908240987,101.0,24.666772616929837,2496
48735,1,3.114384,166.146,116.9656091510519,116.97311908240987,81.0,25.631593766742654,2448
48736,1,3.234168,166.146,116.96936405803875,116.97311908240987,40.0,26.596332447540245,1421
48737,1,3.833088,166.146,116.9656091510519,116.96936405803875,39.0,31.42052066561957,387
48738,1,3.952872,166.146,116.9656091510519,116.96936405803875,49.0,32.38534181543239,1517
48739,1,4.072656,166.146,116.9656091510519,116.96936405803875,70.0,33.35016296524521,2032
48740,1,4.19244,166.146,116.9656091510519,116.96936405803875,49.0,34.31498411505803,1614
48741,1,4.312224,166.146,116.9656091510519,116.96936405803875,21.0,35.279805264870845,2497
48742,1,5.150712,166.146,116.9656091510519,116.96936405803875,45.0,42.03355331356058,2474
48743,1,5.270496,166.146,116.9656091510519,116.96936405803875,74.0,42.998374463373395,1451
48744,1,5.39028,166.146,116.9656091510519,116.97311908240987,77.0,43.963195613186215,1451
48745,1,5.510064,166.146,116.9656091510519,116.97311908240987,47.0,44.928016762999036,1451
48746,1,6.348552,166.146,141.02071032410186,141.02483334664103,21.0,50.82309841606626,-1
48747,1,6.468336,166.146,118.9641739212944,118.96796077197024,22.0,52.56108617582328,2235
48748,1,6.58812,166.146,118.9641739212944,118.96796077197024,22.0,53.52434042438276,2235
48749,1,6.707904,166.146,141.01658740170942,141.02071032410186,31.0,53.669601814362096,2257
48750,1,6.827688,166.146,141.01658740170942,141.02071032410186,31.0,54.618395246637654,2257
48751,1,6.947472,166.146,141.01658740170942,141.02071032410186,31.0,55.567188678913205,2257
48752,1,10.061856,166.146,116.96936405803875,116.97311908240987,30.0,81.590967461352,1982
48753,1,10.18164,166.146,116.96936405803875,116.97311908240987,30.0,82.55578561948903,1302
48754,1,10.301424,166.146,116.96936405803875,116.97311908240987,30.0,83.52060377762609,1302
48755,1,10.660776,166.146,141.01246449970614,141.01658740170942,23.0,84.97999092376685,2273
48756,1,10.78056,166.146,141.01246449970614,141.01658740170942,50.0,85.92878665427992,2273
48757,1,10.900344,166.146,141.01246449970614,141.01658740170942,50.0,86.877582384793,2273
48758,1,11.020128,166.146,141.01246449970614,141.01658740170942,27.0,87.82637811530607,2273
48759,1,11.259696,166.146,141.00834169785594,141.01246449970614,39.0,89.72418691873412,213
48760,1,11.37948,166.146,141.00834169785594,141.01246449970614,39.0,90.67298494755771,213
48761,1,11.499264,166.146,141.00834169785594,141.01246449970614,39.0,91.62178297638131,213
48762,1,12.697104,166.146,248.95010467376844,248.95558273182723,80.0,97.40986859336218,1997
48763,1,12.816888,166.146,116.96936405803875,248.97201716935407,9859.0,103.7817850985041,37
48764,1,12.936672,166.146,116.9656091510519,248.97201716935407,24514.0,104.74692805139381,33
48765,1,13.056456,166.146,116.9656091510519,248.97201716935407,34820.0,105.71174920120664,33
48766,1,13.17624,166.146,116.9656091510519,248.97201716935407,27142.0,106.67657035101945,33
48767,1,13.296024,166.146,116.9656091510519,248.97201716935407,12486.0,107.64139150083227,33
48768,1,13.415808,166.146,141.00834169785594,248.97201716935407,2180.0,106.80255143755883,183
48769,1,14.134512,166.146,262.97981950198323,262.9854498048691,21.0,108.08608239827504,1799
48770,1,14.254296,166.146,141.01658740170942,262.9854498048691,41.0,113.443588047722,655
48771,1,14.37408,166.146,141.01658740170942,262.9854498048691,53.0,114.39238147999755,655
48772,1,14.493864,166.146,203.8597679535491,212.83470150589085,39.0,112.35686212041695,1743
48773,1,14.613648,166.146,203.8647251486641,212.83470150589085,39.0,113.28094031926824,2498
48774,1,14.733432,166.146,212.8296364254866,212.83470150589085,21.0,113.91429247864956,2433
48775,1,14.973,166.146,116.9656091510519,116.96936405803875,23.0,121.14888759821174,708
48776,1,15.092784,166.146,116.9656091510519,337.9004208640436,162.0,122.11370874802455,708
48777,1,15.212568,166.146,116.9656091510519,337.9004208640436,375.0,123.07852989783737,708
48778,1,15.332352,166.146,116.9656091510519,337.9004208640436,507.0,124.04335104765019,708
48779,1,15.452136,166.146,154.94172144346558,337.9004208640436,345.0,122.01277003332223,129
48780,1,15.57192,166.146,154.94172144346558,337.9004208640436,132.0,122.95447247569894,129
48781,1,15.811488,166.146,238.88136965732267,238.88673575082856,32.0,121.43388147123751,1860
48782,1,15.931272,166.146,238.88136965732267,238.88673575082856,50.0,122.34990620016303,1860
48783,1,16.051056,166.146,116.97311908240987,238.89210194570478,41.0,129.83147280189542,2499
48784,1,16.17084,166.146,116.97311908240987,116.97687410993895,32.0,130.79628796844597,2499
48785,1,16.290624,166.146,116.97311908240987,240.87094611800308,48.0,131.76110313499655,2499
48786,1,16.410408,166.146,234.86311571359,240.87094611800308,76.0,126.12707363451081,46
48787,1,16.530192,166.146,234.86311571359,240.87094611800308,72.0,127.04392028445255,46
48788,1,16.649976,166.146,188.93007699418965,188.93962150117991,109.0,129.60740865008916,130
48789,1,16.76976,166.146,188.93007699418965,188.93962150117991,251.0,130.53605358771594,130
48790,1,16.889544,166.146,188.93007699418965,188.93962150117991,349.0,131.46469852534273,130
48791,1,17.009328,166.146,188.93007699418965,188.93962150117991,274.0,132.39334346296948,130
48792,1,17.129112,166.146,188.93007699418965,188.93962150117991,133.0,133.32198840059624,130
48793,1,17.248896,166.146,188.93007699418965,188.93962150117991,48.0,134.25063333822303,130
48794,1,17.36868,166.146,204.96174238823508,204.96671296353676,22.0,134.49503932220478,2063
48795,1,17.488464,166.146,260.86710851973777,260.8727161606858,31.0,133.66322188395313,2301
48796,1,17.608248,166.146,260.86710851973777,260.87832380351665,36.0,134.5751869732649,2301
48797,1,17.728032,166.146,188.93007699418965,260.87832380351665,36.0,137.9652130887301,130
48798,1,17.847816,166.146,188.93007699418965,188.93962150117991,32.0,138.8938580263569,130
48799,1,18.326952,166.146,116.96936405803875,116.97311908240987,38.0,148.1634203728083,2064
48800,1,18.446736,166.146,116.96936405803875,116.97311908240987,69.0,149.12823853094537,2064
48801,1,18.56652,166.146,116.96936405803875,116.97311908240987,69.0,150.09305668908243,2064
48802,1,18.686304,166.146,116.96936405803875,141.01658740170942,104.0,151.05787484721947,2064
48803,1,18.806088,166.146,141.00834169785594,141.01658740170942,102.0,149.4984627346206,2383
48804,1,18.925872,166.146,116.9656091510519,141.01246449970614,101.0,152.98798554203475,221
48805,1,19.045656,166.146,116.9656091510519,141.01246449970614,112.0,153.9528066918476,221
48806,1,19.16544,166.146,116.9656091510519,141.01246449970614,114.0,154.91762784166042,221
48807,1,19.285224,166.146,116.9656091510519,246.98192889274893,91.0,155.88244899147324,221
48808,1,19.405008,166.146,141.00834169785594,294.90541901042616,152.0,154.2424528787386,2383
48809,1,19.524792,166.146,116.9656091510519,294.90541901042616,226.0,157.81209129109888,221
48810,1,19.644576,166.146,116.9656091510519,270.9440819155793,241.0,158.7769124409117,221
48811,1,19.76436,166.146,116.9656091510519,270.9440819155793,158.0,159.74173359072452,221
48812,1,19.884144,166.146,207.1296289169125,220.1445688681779,164.0,153.80102370063247,2500
48813,1,20.003928,166.146,220.13426629745175,220.1445688681779,204.0,154.1790809876598,2501
48814,1,20.123712,166.146,116.9656091510519,236.10448913440604,328.0,162.63619704016298,221
48815,1,20.243496,166.146,116.9656091510519,236.10448913440604,402.0,163.60101818997578,221
48816,1,20.36328,166.146,116.9656091510519,236.10448913440604,276.0,164.5658393397886,221
48817,1,20.483064,166.146,116.9656091510519,235.12922913341401,124.0,165.53066048960142,221
48818,1,20.602848,166.146,116.96936405803875,235.12390536940015,87.0,166.49496537741226,2001
48819,1,20.722632,166.146,141.00834169785594,400.8600976530014,132.0,164.67923119579814,2502
48820,1,20.842416,166.146,118.9641739212944,400.8600976530014,316.0,168.15159600296133,2503
48821,1,20.9622,166.146,118.9641739212944,400.8600976530014,454.0,169.1148502515208,2503
48822,1,21.081984,166.146,118.9641739212944,400.8600976530014,371.0,170.0781045000803,2503
48823,1,21.201768,166.146,116.97311908240987,376.8999594081948,309.0,171.3185249635693,2504
48824,1,21.321552,166.146,141.00834169785594,376.8999594081948,252.0,169.42322133991613,2435
48825,1,21.441336,166.146,116.96936405803875,376.8999594081948,133.0,173.24869248437156,2003
48826,1,21.56112,166.146,116.96936405803875,394.84913788634015,129.0,174.21351064250862,2003
48827,1,21.680904,166.146,116.96936405803875,352.9406943581766,208.0,175.1783288006457,2003
48828,1,21.800688,166.146,246.9764726401311,352.9406943581766,332.0,166.94726985186182,2505
48829,1,21.920472,166.146,246.97101640021455,352.9406943581766,321.0,167.8619067527132,2506
48830,1,22.040256,166.146,246.97101640021455,352.9406943581766,190.0,168.7763558323331,2506
48831,1,22.16004,166.146,255.2175514370339,255.228644615897,102.0,169.41135512401902,2507
48832,1,22.279824,166.146,255.2175514370339,416.8939016550178,133.0,170.3242982728874,2507
48833,1,22.399608,166.146,255.23419126871025,416.8939016550178,130.0,171.23668946787387,-1
48834,1,22.519392,166.146,392.91980517941727,392.93356937230885,100.0,169.14098598487303,2508
48835,1,22.639176,166.146,141.00834169785594,392.93356937230885,164.0,179.85999965697565,1522
48836,1,22.75896,166.146,141.00834169785594,392.93356937230885,170.0,180.80879768579925,1522
48837,1,22.878744,166.146,294.1189330782373,392.93356937230885,135.0,173.7415861645891,2469
48838,1,22.998528,166.146,281.2353006288384,294.13084169677495,85.0,174.99599614339874,2454
48839,1,23.118312,166.146,281.2353006288384,506.82351132267866,116.0,175.90475392023944,2454
48840,1,23.238096,166.146,281.2353006288384,283.2651383887931,126.0,176.81351169708017,2454
48841,1,23.35788,166.146,283.25345180145575,283.2651383887931,99.0,177.6649217621308,2395
48842,1,23.477664,166.146,283.25345180145575,283.2592951024491,73.0,178.57338629952983,2395
48843,1,23.597448,166.146,283.25345180145575,458.9041589510114,78.0,179.48185083692886,2395
48844,1,23.717232,166.146,450.88470683321214,458.9041589510114,140.0,177.3474568982067,2456
48845,1,23.837016,166.146,141.01246449970614,458.9041589510114,176.0,189.34752128020537,1602
48846,1,23.9568,166.146,141.01246449970614,458.9041589510114,168.0,190.29631701071847,1602
48847,1,24.076584,166.146,92.92626152497591,458.9041589510114,106.0,199.2755200546117,1258
48848,1,24.196368,166.146,92.92626152497591,458.9041589510114,43.0,200.26415584202348,1258
48849,1,24.316152,166.146,336.1349081001842,434.9420150678294,93.0,183.61908051528982,2427
48850,1,24.435936,166.146,336.1349081001842,434.9420150678294,142.0,184.52109232232763,2427
48851,1,24.55572,166.146,116.9656091510519,336.1412734211871,171.0,198.33457958323729,221
48852,1,24.675504,166.146,116.9656091510519,336.1412734211871,175.0,199.29940073305008,221
48853,1,24.795288,166.146,116.9656091510519,339.19721681603545,219.0,200.2642218828629,221
48854,1,24.915072,166.146,116.9656091510519,339.19721681603545,254.0,201.22904303267572,221
48855,1,25.034856,166.146,336.1412734211871,680.951168591913,390.0,189.03101370449681,2486
48856,1,25.15464,166.146,339.17803420868705,680.951168591913,507.0,189.86762085985563,2509
48857,1,25.274424,166.146,339.17803420868705,680.951168591913,670.0,190.76932139985763,2487
48858,1,25.394208,166.146,339.1844283876376,680.951168591913,877.0,191.67088414122483,2478
48859,1,25.513992,166.146,339.1844283876376,680.951168591913,1223.0,192.57258403296447,2478
48860,1,25.633776,166.146,339.1844283876376,680.951168591913,1523.0,193.47428392470417,2478
48861,1,25.75356,166.146,339.17803420868705,680.951168591913,1690.0,194.3761235598656,2487
48862,1,25.873344,166.146,339.17803420868705,680.951168591913,1606.0,195.27782409986756,2487
48863,1,25.993128,166.146,339.17803420868705,680.951168591913,1362.0,196.17952463986956,2487
48864,1,26.112912,166.146,339.17803420868705,680.951168591913,996.0,197.08122517987155,2487
48865,1,26.232696,166.146,339.17803420868705,680.951168591913,626.0,197.98292571987355,2487
48866,1,26.35248,166.146,141.00834169785594,339.19721681603545,393.0,209.2727385505071,1522
48867,1,26.472264,166.146,141.00834169785594,339.19721681603545,314.0,210.2215365793307,1522
48868,1,26.592048,166.146,141.00834169785594,339.19721681603545,164.0,211.1703346081543,1522
48869,1,26.711832,166.146,339.17803420868705,339.2036110654759,108.0,201.5897278798815,2487
48870,1,26.831616,166.146,141.00834169785594,339.2036110654759,59.0,213.0679306658015,1522
48871,1,26.9514,166.146,116.97311908240987,339.19721681603545,33.0,217.62965295799592,1542
48872,1,27.071184,166.146,116.97311908240987,116.97687410993895,45.0,218.59446812454647,1542
48873,1,27.190968,166.146,116.97311908240987,141.01658740170942,84.0,219.55928329109705,1542
48874,1,27.310752,166.146,116.97311908240987,141.01658740170942,101.0,220.5240984576476,1542
48875,1,27.430536,166.146,118.96796077197024,141.01658740170942,65.0,221.12990903078187,-1
48876,1,27.789888,166.146,116.96936405803875,141.01658740170942,50.0,224.38405486563514,193
48877,1,27.909672,166.146,116.96936405803875,141.01658740170942,84.0,225.34887302377217,193
48878,1,28.029456,166.146,116.9656091510519,141.01658740170942,114.0,226.31439292780902,83
48879,1,28.14924,166.146,116.9656091510519,141.01658740170942,116.0,227.27921407762184,83
48880,1,28.269024,166.146,116.9656091510519,141.01658740170942,122.0,228.24403522743467,83
48881,1,28.388808,166.146,116.9656091510519,393.10564219211244,165.0,229.20885637724749,83
48882,1,28.508592,166.146,116.9656091510519,393.10564219211244,251.0,230.1736775270603,83
48883,1,28.628376,166.146,116.9656091510519,393.10564219211244,285.0,231.1384986768731,83
48884,1,28.74816,166.146,116.96936405803875,393.10564219211244,228.0,232.1026001307315,193
48885,1,28.867944,166.146,141.01246449970614,393.112525818119,125.0,229.19694196175465,2471
48886,1,28.987728,166.146,118.9641739212944,141.02071032410186,73.0,233.65288490500623,2490
48887,1,29.107512,166.146,118.9641739212944,141.02071032410186,67.0,234.6161391535657,2490
48888,1,29.227296,166.146,116.96936405803875,141.02071032410186,43.0,235.9618727632797,193
48889,1,29.34708,166.146,116.96936405803875,116.97311908240987,79.0,236.92669092141674,193
48890,1,29.466864,166.146,116.96936405803875,116.97311908240987,124.0,237.8915090795538,193
48891,1,29.586648,166.146,116.9656091510519,116.97311908240987,138.0,238.85706787537566,83
48892,1,29.706432,166.146,116.9656091510519,116.97311908240987,124.0,239.82188902518848,83
48893,1,29.826216,166.146,116.9656091510519,116.97311908240987,78.0,240.7867101750013,83
48894,1,29.946,166.146,116.9656091510519,116.96936405803875,77.0,241.75153132481412,83
48895,1,30.065784,166.146,116.9656091510519,116.96936405803875,89.0,242.71635247462694,83
48896,1,30.185568,166.146,116.9656091510519,116.97311908240987,68.0,243.68117362443977,83
48897,1,30.305352,166.146,116.9656091510519,116.96936405803875,64.0,244.64599477425259,83
48898,1,30.425136,166.146,116.9656091510519,116.96936405803875,92.0,245.61081592406538,83
48899,1,30.54492,166.146,116.9656091510519,116.96936405803875,124.0,246.57563707387823,83
48900,1,30.664704,166.146,116.9656091510519,116.96936405803875,86.0,247.54045822369105,83
48901,1,30.784488,166.146,116.9656091510519,116.96936405803875,32.0,248.50527937350387,83
48902,1,30.904272,166.146,141.00834169785594,141.01246449970614,25.0,245.32706364580372,224
48903,1,31.024056,166.146,141.01246449970614,141.02071032410186,36.0,246.27526511099003,677
48904,1,31.14384,166.146,141.00834169785594,141.01658740170942,74.0,247.22465970345093,224
48905,1,31.263624,166.146,141.00834169785594,141.01658740170942,112.0,248.1734577322745,224
48906,1,31.383408,166.146,141.00834169785594,141.01658740170942,97.0,249.1222557610981,224
48907,1,31.503192,166.146,141.00834169785594,141.01658740170942,49.0,250.07105378992168,224
48908,1,31.622976,166.146,141.01246449970614,141.02071032410186,42.0,251.0192437635554,677
48909,1,31.74276,166.146,141.01658740170942,141.02071032410186,42.0,251.96742915995293,138
48910,1,31.862544,166.146,141.01658740170942,141.02071032410186,23.0,252.91622259222848,138
48911,1,32.34168,166.146,141.00834169785594,141.01246449970614,30.0,256.7126399916868,224
48912,1,32.461464,166.146,141.00834169785594,141.01246449970614,66.0,257.66143802051045,224
48913,1,32.581248,166.146,141.00834169785594,141.01246449970614,66.0,258.61023604933405,224
48914,1,32.701032,166.146,141.00834169785594,141.01246449970614,36.0,259.5590340781576,224
48915,1,33.53952,166.146,118.9641739212944,118.96796077197024,24.0,270.2565463502666,321
48916,1,33.659304,166.146,118.9641739212944,118.96796077197024,40.0,271.21980059882605,321
48917,1,33.779088,166.146,118.9641739212944,118.96796077197024,32.0,272.18305484738556,321
48918,1,34.018656,166.146,141.00834169785594,141.01246449970614,21.0,269.9958123952172,224
48919,1,34.13844,166.146,141.00834169785594,141.01246449970614,32.0,270.9446104240408,224
48920,1,34.258224,166.146,141.00834169785594,141.01246449970614,47.0,271.8934084528643,224
48921,1,34.378008,166.146,116.9656091510519,141.01246449970614,26.0,277.4499138678884,83
48922,1,34.497792,166.146,116.9656091510519,116.96936405803875,21.0,278.4147350177012,83
48923,1,34.617576,166.146,116.9656091510519,116.96936405803875,39.0,279.379556167514,83
48924,1,34.73736,166.146,116.96936405803875,116.97311908240987,55.0,280.3435080375839,193
48925,1,34.857144,166.146,116.96936405803875,116.97687410993895,68.0,281.3083261957209,193
48926,1,34.976928,166.146,116.96936405803875,116.97687410993895,65.0,282.273144353858,193
48927,1,35.096712,166.146,116.96936405803875,116.97687410993895,56.0,283.237962511995,193
48928,1,35.216496,166.146,116.96936405803875,116.97311908240987,86.0,284.2027806701321,193
48929,1,35.33628,166.146,116.96936405803875,116.97311908240987,64.0,285.16759882826915,193
48930,1,35.456064,166.146,116.96936405803875,699.4854118342972,75.0,286.13241698640616,193
48931,1,35.575848,166.146,141.01246449970614,699.4854118342972,115.0,282.3295028704869,80
48932,1,35.695632,166.146,116.96936405803875,699.494594234123,107.0,288.0620533026803,193
48933,1,35.815416,166.146,116.96936405803875,699.494594234123,106.0,289.0268714608173,193
48934,1,35.9352,166.146,699.476229393196,699.494594234123,89.0,265.6434118843918,1723
48935,1,36.054984,166.146,141.00834169785594,699.494594234123,51.0,286.12537888521825,224
48936,1,36.174768,166.146,141.00834169785594,141.01246449970614,70.0,287.07417691404186,224
48937,1,36.294552,166.146,141.00834169785594,141.01246449970614,63.0,288.0229749428655,224
48938,1,36.414336,166.146,141.00834169785594,725.497921147345,78.0,288.97177297168906,224
48939,1,36.53412,166.146,700.5417886950667,726.5363210414743,72.0,270.05455537855784,2459
48940,1,36.653904,166.146,700.5509781276168,742.5325246015998,76.0,270.9382713026805,2510
48941,1,36.773688,166.146,721.4636505705503,742.5325246015998,95.0,271.6705734729436,1862
48942,1,36.893472,166.146,141.01658740170942,742.5325246015998,92.0,292.76554674780175,138
48943,1,37.013256,166.146,141.01658740170942,750.5293656255012,96.0,293.7143401800773,138
48944,1,37.13304,166.146,141.01658740170942,750.5293656255012,139.0,294.66313361235285,138
48945,1,37.252824,166.146,721.4543250754541,750.5388772674122,159.0,275.2038059108129,2147
48946,1,37.372608,166.146,141.01246449970614,750.5388772674122,158.0,296.5614388281831,2225
48947,1,37.492392,166.146,141.01246449970614,750.5388772674122,125.0,297.5102345586962,2225
48948,1,37.612176,166.146,141.01246449970614,750.5388772674122,86.0,298.45903028920924,2225
48949,1,37.73196,166.146,116.9656091510519,781.4885217292355,52.0,304.46490606264734,83
48950,1,37.851744,166.146,116.9656091510519,781.4885217292355,100.0,305.42972721246014,83
48951,1,37.971528,166.146,116.9656091510519,781.4885217292355,141.0,306.394548362273,83
48952,1,38.091312,166.146,116.9656091510519,781.4885217292355,163.0,307.3593695120858,83
48953,1,38.211096,166.146,116.9656091510519,781.4885217292355,159.0,308.32419066189857,83
48954,1,38.33088,166.146,116.9656091510519,781.4982275646671,108.0,309.2890118117114,83
48955,1,38.450664,166.146,781.4691102933165,781.4788160082059,74.0,283.62886636919876,1785
48956,1,38.570448,166.146,781.4691102933165,803.469250616511,75.0,284.5108897316768,1785
48957,1,38.690232,166.146,803.4594092916209,803.469250616511,75.0,285.2577578098127,2358
48958,1,38.810016,166.146,803.4594092916209,803.469250616511,69.0,286.13936346703986,2358
48959,1,38.9298,166.146,803.4594092916209,803.469250616511,54.0,287.02096912426714,2358
48960,1,39.049584,166.146,803.4594092916209,803.469250616511,30.0,287.90257478149437,2358
48961,1,39.408936,166.146,116.96936405803875,818.5771744753379,49.0,317.97141620492874,1888
48962,1,39.52872,166.146,116.96936405803875,818.5771744753379,99.0,318.9362343630658,1888
48963,1,39.648504,166.146,116.96936405803875,818.5771744753379,135.0,319.90105252120287,1888
48964,1,39.768288,166.146,116.96936405803875,818.5771744753379,146.0,320.8658706793399,1888
48965,1,39.888072,166.146,818.5573077271162,818.5771744753379,125.0,293.9824513817863,2305
48966,1,40.007856,166.146,818.5573077271162,844.5977415900372,214.0,294.86378314132526,2305
48967,1,40.12764,166.146,116.9656091510519,844.5977415900372,343.0,323.7613290589037,1655
48968,1,40.247424,166.146,116.9656091510519,844.5977415900372,465.0,324.72615020871655,1655
48969,1,40.367208,166.146,116.9656091510519,844.5977415900372,537.0,325.69097135852934,1655
48970,1,40.486992,166.146,844.5674716035942,844.5977415900372,537.0,298.23706724794573,1708
48971,1,40.606776,166.146,844.5674716035942,844.5977415900372,465.0,299.1179499285479,1708
48972,1,40.72656,166.146,844.5674716035942,844.5977415900372,334.0,299.99883260915,1708
48973,1,40.846344,166.146,844.5674716035942,844.5977415900372,199.0,300.8797152897522,1708
48974,1,40.966128,166.146,843.6495396207961,844.5977415900372,99.0,301.7658669736853,2511
48975,1,41.085912,166.146,843.6394552351845,846.5866585098931,48.0,302.64682315277395,2315
48976,1,41.205696,166.146,843.6394552351845,845.6575330887438,58.0,303.5277213835159,2315
48977,1,41.32548,166.146,845.6373403758365,845.6575330887438,34.0,304.3970655442939,2316
48978,1,41.445264,166.146,845.6474366965108,845.6777260427496,40.0,305.27787192027216,2411
48979,1,41.565048,166.146,845.6676295299745,845.6777260427496,25.0,306.15861937402383,2493
48980,1,41.684832,166.146,141.00834169785594,871.681366562107,35.0,330.71888623992726,1511
48981,1,41.804616,166.146,141.00834169785594,871.681366562107,35.0,331.66768426875086,1511
48982,1,41.9244,166.146,116.9656091510519,116.96936405803875,37.0,338.233646306096,1946
48983,1,42.044184,166.146,116.9656091510519,116.96936405803875,37.0,339.1984674559088,1946
48984,1,42.163968,166.146,116.9656091510519,116.96936405803875,24.0,340.1632886057216,1946
48985,1,42.52332,166.146,926.5813011663217,926.5918697079823,34.0,312.7668554137065,2462
48986,1,42.643104,166.146,926.5813011663217,926.5918697079823,48.0,313.6464859577062,2462
48987,1,42.762888,166.146,926.5813011663217,926.5918697079823,33.0,314.52611650170587,2462
48988,1,44.799216,166.146,116.96936405803875,116.97311908240987,26.0,361.3882333210959,2192
48989,1,45.158568,166.146,141.01246449970614,141.01658740170942,21.0,358.23316131153314,1993
48990,1,45.278352,166.146,141.01246449970614,141.01658740170942,37.0,359.1819570420462,1993
48991,1,45.398136,166.146,141.01246449970614,141.01658740170942,37.0,360.1307527725593,1993
48992,1,45.757488,166.146,141.00834169785594,141.01246449970614,25.0,362.9780192199295,2151
48993,1,45.877272,166.146,141.00834169785594,141.01246449970614,33.0,363.926817248753,2151
48994,1,45.997056,166.146,141.00834169785594,141.01246449970614,33.0,364.8756152775767,2151
48995,1,46.835544,166.146,116.96936405803875,116.97311908240987,21.0,377.7901420094257,2512
48996,1,46.955328,166.146,116.96936405803875,116.97311908240987,21.0,378.7549601675628,2512
48997,1,47.075112,166.146,116.96936405803875,116.97311908240987,21.0,379.7197783256998,2512
48998,1,49.949928,166.146,116.9656091510519,116.96936405803875,24.0,402.87666334355487,434
48999,1,50.069712,166.146,116.9656091510519,116.96936405803875,24.0,403.8414844933677,434
49000,1,50.189496,166.146,116.9656091510519,116.96936405803875,24.0,404.8063056431805,434
49001,1,51.626904,166.146,116.96936405803875,116.97311908240987,27.0,416.3828683349077,99
49002,1,51.746688,166.146,116.96936405803875,116.97311908240987,56.0,417.3476864930447,99
49003,1,51.866472,166.146,116.96936405803875,116.97311908240987,56.0,418.31250465118177,99
49004,1,51.986256,166.146,116.96936405803875,116.97311908240987,28.0,419.2773228093188,99
49005,1,53.543448,166.146,141.00834169785594,141.01658740170942,25.0,424.6498910934631,746
49006,1,53.663232,166.146,141.00834169785594,141.01658740170942,25.0,425.59868912228677,746
49007,1,53.783016,166.146,141.01246449970614,141.01658740170942,25.0,426.5464539084747,330
49008,1,54.262152,166.146,61.98663586246479,61.98936935492852,39.0,473.61959551924866,142
49009,1,54.381936,166.146,61.98663586246479,61.98936935492852,39.0,474.6638083298556,142
49010,1,58.574376,166.146,116.96936405803875,116.97311908240987,22.0,472.3423215068565,1285
49011,1,58.69416,166.146,116.9656091510519,116.96936405803875,28.0,473.3086072798906,434
49012,1,58.813944,166.146,116.9656091510519,116.96936405803875,28.0,474.2734284297035,434
49013,1,58.933728,166.146,116.9656091510519,116.96936405803875,41.0,475.2382495795163,434
49014,1,1.916544,167.286,141.00834169785594,141.01246449970614,26.0,15.717940670493705,1640
49015,1,2.036328,167.286,141.00834169785594,141.01246449970614,35.0,16.6667386993173,1729
49016,1,2.156112,167.286,141.00834169785594,141.01246449970614,26.0,17.615536728140892,1718
49017,1,2.275896,167.286,116.96936405803875,116.97311908240987,27.0,18.877787182443857,489
49018,1,2.39568,167.286,116.96936405803875,116.97687410993895,28.0,19.842605340580906,379
49019,1,2.515464,167.286,116.96936405803875,116.97687410993895,37.0,20.807423498717956,380
49020,1,2.635248,167.286,116.97311908240987,116.97687410993895,27.0,21.77217414823328,-1
49021,1,2.755032,167.286,116.9656091510519,116.97311908240987,52.0,22.7371303173042,2513
49022,1,2.874816,167.286,116.9656091510519,116.97311908240987,96.0,23.701951467117016,2495
