Cluster,m/z_ion_center,DT_center,Peak Intensity,Amplitude_mz,Amplitude_dt
8790,370.18981,26.435816652285954,1141,1141.0,1165.2761557043057
8791,370.19649000000004,26.448451308205765,3448,3448.0,3531.646151509523
8792,370.20317000000006,26.442066062591334,2671,2671.0,2768.1177556448315
8793,397.15674,26.169999999999998,28,28.0,28.0
8794,399.23516,26.380578160162788,112,112.0,109.56818655478426
8795,401.24251000000004,26.33214951790554,168,168.0,146.57986506204747
8796,401.25641999999993,26.395440954067876,525,525.0,524.7207239172972
8797,420.98710000000005,26.191951219512198,56,56.0,56.0
8798,457.1505900000001,26.417257629617396,163,163.0,167.5243212140098
8799,530.9911599999999,26.483522490792257,607,607.0,640.2028662813952
8800,530.99916,26.51669345424484,1070,1070.0,1097.0435360775216
8801,531.00716,26.503435279930663,1042,1042.0,1007.7528716685458
8802,531.01516,26.508144112006928,733,733.0,716.4760392005788
8803,531.0231600000001,26.49101116168281,379,379.0,378.01814510361214
8804,556.92547,26.481138107960533,2484,2484.0,2578.6624735527453
8805,556.9336700000001,26.47420798641741,6020,6020.0,6242.3930340084
8806,556.94186,26.468021411565143,5708,5708.0,5845.190542552391
8807,564.89318,26.28062808384599,184,184.0,215.92050451548894
8808,579.06683,26.51944175929032,1284,1284.0,1312.258440203138
8809,579.07519,26.508769757243996,649,649.0,662.5603303642754
8810,588.0071800000001,26.499313018248138,1416,1416.0,1429.3415509072179
8811,588.0156,26.507472186706806,922,922.0,952.4370003686021
8812,588.0240200000001,26.496446835426095,542,542.0,551.2322088414652
8813,589.11901,26.522284882647217,11251,11251.0,11734.301621772784
8814,589.12744,26.52200348386217,9563,9563.0,9977.013332905231
8815,589.13586,26.52028045445204,7721,7721.0,8059.790128359529
8816,589.14429,26.518462805304093,5987,5987.0,6223.748094778745
8817,589.15272,26.523022049625006,5427,5427.0,5687.30706846335
8818,589.16114,26.523173701249252,5136,5136.0,5398.11471809295
8819,589.1695699999999,26.52515714093881,4543,4543.0,4785.6059232527505
8820,589.1780000000001,26.524233195179022,3892,3892.0,4089.377910948612
8821,589.1864299999999,26.519365000485255,3366,3366.0,3513.5318277684055
8822,589.19485,26.51837292746845,3105,3105.0,3243.3542178052126
8823,589.20328,26.519114440845698,2912,2912.0,3044.903682994491
8824,589.21171,26.519568086687347,2563,2563.0,2687.0190231137008
8825,589.22014,26.520250292733966,2369,2369.0,2483.81669215818
8826,589.22856,26.52391973675739,2164,2164.0,2274.526828401901
8827,589.23699,26.532734024207823,2057,2057.0,2176.0067828383344
8828,589.24542,26.53315288962044,2016,2016.0,2141.8393340556095
8829,589.2538500000002,26.516188854117036,1816,1816.0,1901.4140188661395
8830,589.2622700000001,26.51933395009793,1656,1656.0,1730.9874650752142
8831,589.2707,26.514948212987044,1615,1615.0,1707.3939440344536
8832,589.27913,26.509037510386744,1522,1522.0,1576.341896937093
8833,589.28756,26.51357918172394,1497,1497.0,1573.47114340004
8834,589.29599,26.507227166773525,1392,1392.0,1448.9490618001548
8835,589.3044200000002,26.522390220536828,1183,1183.0,1241.7427664008544
8836,589.31284,26.5255487616163,1106,1106.0,1168.295051760173
8837,589.3212699999999,26.514744481756434,1036,1036.0,1085.3977293246346
8838,589.3297,26.529540611419428,971,971.0,1028.696611956515
8839,589.33813,26.53204198418521,1046,1046.0,1101.1889917233557
8840,589.34656,26.521592062276827,965,965.0,1021.8093344343075
8841,589.35499,26.513840783780978,1046,1046.0,1098.545578605204
8842,589.3634100000002,26.5108524884539,944,944.0,985.0854681667325
8843,589.37184,26.521403202684816,865,865.0,903.6408758933013
8844,589.3802700000001,26.51564818117292,891,891.0,936.4464694970757
8845,589.3887,26.507108441652232,838,838.0,858.4821316831558
8846,589.39713,26.520418643210782,840,840.0,874.0091182520985
8847,589.43085,26.518333395952887,716,716.0,765.1424160263152
8848,589.45613,26.52643038103833,743,743.0,782.1857762813999
8849,589.5235700000001,26.50761462784499,521,521.0,550.3305475806218
8850,589.97887,26.54758589711742,945,945.0,994.5039374851351
8851,589.9873000000001,26.54089870937167,4166,4166.0,4315.155032584843
8852,590.0632,26.51880773776985,3921,3921.0,4087.877363118868
8853,590.07163,26.52170221071239,3045,3045.0,3173.0267621240755
8854,590.0800700000001,26.521786751066607,2418,2418.0,2529.577903497375
8855,590.0885,26.518276260835165,1984,1984.0,2064.956076097425
8856,590.09693,26.515302610305664,1657,1657.0,1720.304411116656
8857,590.10537,26.524266837945238,1534,1534.0,1604.2146621224508
8858,590.1138,26.52587644415866,1337,1337.0,1403.9140704522042
8859,590.12224,26.535407152533242,1279,1279.0,1346.1692130666354
8860,590.13067,26.523021838627084,1069,1069.0,1132.001368073124
8861,590.1391099999998,26.513417185460852,862,862.0,899.2497949086319
8862,590.14754,26.511765564618052,714,714.0,748.6245317599969
8863,590.9828300000001,26.564125317528365,1717,1717.0,1744.1053401876027
8864,591.05035,26.522545196110475,1637,1637.0,1723.086438199689
8865,591.05879,26.5288252344228,1073,1073.0,1118.2098622342214
8866,591.0672299999999,26.528363382013044,737,737.0,778.6057558667563
8867,592.00453,26.52050314124186,922,922.0,981.2560875193143
8868,592.0129800000001,26.50255504251914,803,803.0,836.908765554315
8869,592.02143,26.488676815763714,539,539.0,550.6024899454005
8870,592.85804,26.299202749051013,191,191.0,195.93806231995356
8871,596.9905700000002,26.610212206959055,973,973.0,997.0300414237286
8872,598.83281,26.257112065970567,1042,1042.0,1116.2142233895534
8873,600.9672299999999,26.41464113565604,161,161.0,159.8329615542908
8874,616.78164,26.17,47,47.0,47.0
8875,616.79026,26.169999999999998,43,43.0,43.0
8876,616.79888,26.21861257895918,49,49.0,58.88631403438414
8877,622.8234800000001,26.38401746795996,724,724.0,772.4963739737807
8878,730.98831,26.80415458093359,847,847.0,876.1743849263883
8879,731.9460899999999,26.797538273034046,745,745.0,666.4798418760548
8880,731.9554900000002,26.78789153256428,652,652.0,619.5360289980866
8881,794.9301,26.667997986748215,8332,8332.0,8556.963530311079
8882,794.9398900000001,26.664683521349797,10146,10146.0,10417.53576531035
8883,794.9496799999998,26.659543112652386,8393,8393.0,8733.703610925464
8884,794.9594699999999,26.662316531747095,5318,5318.0,5553.204935634146
8885,59.01096,27.97576631126875,51424,51424.0,48756.157706761674
8886,146.9866,26.382941176470588,50,50.0,50.0
8887,286.97606,26.651761556351694,664,664.0,684.6074645671999
8888,286.98782000000006,26.651863933290386,635,635.0,660.9082136759263
8889,301.95261,26.290000000000003,36,36.0,37.871622198311265
8890,317.97837,26.420399137627733,87,87.0,91.13165769594086
8891,346.26738,26.41018611650024,147,147.0,159.35199476047723
8892,351.32496,26.264936708860763,56,56.0,56.0
8893,354.23334,26.431000833935936,260,260.0,278.7782196190865
8894,354.25294,26.422590325888073,328,328.0,348.0676686526955
8895,355.24035999999995,26.378925944977766,115,115.0,125.22950038375394
8896,356.2357,26.290000000000003,23,23.0,23.0
8897,365.28300999999993,26.371331348182654,209,209.0,205.22588141552512
8898,365.3361,26.290000000000003,21,21.0,21.0
8899,365.34273,26.290000000000003,27,27.0,27.0
8900,366.27238,26.290000000000003,75,75.0,79.0987119216379
8901,366.27903,26.39013698145174,65,65.0,68.7750242702874
8902,367.3496,26.624636866504257,5666,5666.0,5928.777584863332
8903,367.35625,26.603637437751306,7107,7107.0,7242.312103651381
8904,367.3629,26.608300606972517,4075,4075.0,4121.471891960495
8905,369.30858,26.37625329172445,73,73.0,75.65155144725209
8906,370.20984999999996,26.437302738929482,1307,1307.0,1394.3001537964765
8907,371.20587,26.37620893822031,85,85.0,83.45514913730739
8908,399.22822,26.333128065130058,39,39.0,39.319062077104235
8909,401.26337,26.404535713416227,73,73.0,74.06540311541414
8910,437.09516,26.573433298041827,522,522.0,519.9490351478142
8911,437.10242,26.572269889460724,490,490.0,487.9900748892305
8912,457.14317,26.290000000000003,28,28.0,28.0
8913,457.15801,26.437725620517583,122,122.0,135.68470764858583
8914,457.16544,26.31294117647059,47,47.0,47.0
8915,486.96565,26.61840323317666,6796,6796.0,6966.66602091532
8916,486.9733099999999,26.61432047540757,5864,5864.0,6060.583777828009
8917,530.98316,26.402872335095147,168,168.0,180.92256109840574
8918,531.0311600000001,26.495657206503004,153,153.0,163.5334821874652
8919,556.87631,26.53270866189796,1231,1231.0,1326.5871027312216
8920,556.95005,26.44967800836195,2944,2944.0,3060.4431763019184
8921,556.95825,26.436663326591667,545,545.0,584.4014609962561
8922,558.91004,26.352012640475024,43,43.0,43.00838833235617
8923,562.88153,26.290000000000006,22,22.0,22.0
8924,568.86099,26.470931288862367,342,342.0,362.2543198464973
8925,568.86927,26.50801393402749,399,399.0,427.1497384478973
8926,568.87756,26.60437663508576,646,646.0,663.9514639934108
8927,579.03342,26.599018865265318,357,357.0,373.8232972181572
8928,579.04177,26.529165143940897,1280,1280.0,1335.519195194434
8929,579.08354,26.497344223131297,336,336.0,346.24555171272107
8930,580.05311,26.512177953131232,230,230.0,239.61030733354298
8931,580.06147,26.52242623285311,220,220.0,235.7534288410292
8932,580.89796,26.648251480089087,4678,4678.0,4974.574864694795
8933,586.82071,26.290000000000003,21,21.0,21.0
8934,586.82912,26.3268614124023,93,93.0,94.6128354576611
8935,586.83753,26.300588235294118,30,30.0,30.0
8936,588.03244,26.51102896563936,250,250.0,259.65763784879215
8937,588.9336300000001,26.496144054625336,261,261.0,255.58938293143672
8938,588.94206,26.547451336699424,244,244.0,251.01058650768425
8939,589.40556,26.523764233293555,782,782.0,812.0891414759137
8940,589.41399,26.54583258215924,742,742.0,765.7617150099433
8941,589.42242,26.54114866084686,690,690.0,700.9520033639668
8942,589.4392699999999,26.528366916262822,735,735.0,776.3475521550038
8943,589.4476999999999,26.53665654965273,721,721.0,735.1666165009615
8944,589.46456,26.535327647956823,679,679.0,720.3505676769421
8945,589.4729900000001,26.522521043403,654,654.0,689.3558727730202
8946,589.48142,26.54397300762692,669,669.0,695.3562241377042
8947,589.48985,26.516596113979197,623,623.0,652.5082841994031
8948,589.49828,26.534258085406385,583,583.0,615.1845963920232
8949,589.50671,26.535163940080892,620,620.0,655.4049380057852
8950,589.51514,26.520306614322127,650,650.0,665.98455510708
8951,589.532,26.514155458260593,582,582.0,597.9113933216593
8952,589.54043,26.51378881044885,541,541.0,548.634417536156
8953,589.5488599999999,26.503729029354623,649,649.0,673.2985391766935
8954,589.5572899999999,26.506515769184283,574,574.0,580.078649622263
8955,589.56572,26.53297282383719,521,521.0,546.5362671941933
8956,589.5741500000001,26.525718597774947,558,558.0,591.9380037815534
8957,589.58258,26.517191866794363,544,544.0,562.7553657883992
8958,589.59101,26.50293080504157,536,536.0,551.7532213195793
8959,589.59944,26.512851952273753,544,544.0,563.9836897329463
8960,589.6078699999999,26.5227215868656,514,514.0,537.8080795791686
8961,589.6163,26.51456264927632,539,539.0,556.9734920233709
8962,589.62473,26.52445230866194,441,441.0,465.0913758474468
8963,589.63316,26.529757947820404,444,444.0,447.53339680218295
8964,589.6415900000001,26.51798389777275,408,408.0,431.8105937072912
8965,589.65002,26.53477985200884,479,479.0,489.50162646057004
8966,589.65845,26.50459364753441,427,427.0,443.9013365071601
8967,589.66688,26.531593842764572,441,441.0,465.3824970254998
8968,589.67532,26.513763942571895,443,443.0,460.6694737758567
8969,589.68375,26.522547837211565,472,472.0,496.1923181853113
8970,589.69218,26.50404213351636,392,392.0,402.0611105323277
8971,589.70061,26.495912342100702,387,387.0,397.439250687141
8972,589.70904,26.499861332431514,367,367.0,373.1984556746427
8973,589.7174699999999,26.518472962390007,380,380.0,401.6602599935221
8974,589.7259,26.516607169633854,435,435.0,451.8983700626109
8975,589.73433,26.51582277719409,417,417.0,424.0609874407764
8976,589.7427599999999,26.521343922464563,311,311.0,325.87856466052193
8977,589.7512,26.525660703806857,387,387.0,402.50673296896036
8978,589.75963,26.514117482696232,328,328.0,347.6331343145153
8979,589.7680599999999,26.51136693811245,364,364.0,378.1374181089371
8980,589.77649,26.51431700823672,375,375.0,391.69530855816583
8981,589.78492,26.514903046804015,296,296.0,311.8170804597238
8982,589.79335,26.52461387383082,304,304.0,326.3629902326359
8983,589.80179,26.504302072923917,302,302.0,317.2567427550092
8984,589.8102199999998,26.539427492956357,365,365.0,377.12921580311485
8985,589.81865,26.509662082838677,288,288.0,296.5300048144555
8986,589.8270799999999,26.52872030161995,276,276.0,293.2899184769255
8987,589.83551,26.54015287796602,244,244.0,262.89084496300677
8988,589.84395,26.534607481821688,294,294.0,309.64696030371016
8989,589.85238,26.528839573345923,263,263.0,280.1223371631427
8990,589.86081,26.50669630685082,349,349.0,363.4539454665911
8991,589.86924,26.49126365844336,298,298.0,306.5308622293629
8992,589.87767,26.509355005924327,251,251.0,255.03463185083828
8993,589.88611,26.527057713770187,344,344.0,357.09776296119975
8994,589.89454,26.537668838653364,304,304.0,316.7126228950955
8995,589.90297,26.477539510163442,299,299.0,293.75724081823796
8996,589.9114,26.524252984087262,431,431.0,454.6195823693507
8997,589.91984,26.51615846660515,409,409.0,421.7300067213385
8998,589.92827,26.50881477982744,362,362.0,380.0387117311633
8999,589.9367000000001,26.521180016860907,359,359.0,374.813968398671
9000,589.94513,26.54468024679482,378,378.0,397.66868791882183
9001,589.95357,26.517227508058557,331,331.0,350.3733600230836
9002,589.962,26.529938343927995,385,385.0,398.55862307578866
9003,589.97043,26.52988203818246,428,428.0,454.21456003203707
9004,590.15597,26.520239105931957,670,670.0,697.9434850213953
9005,590.16441,26.497996529482098,646,646.0,660.6545997635412
9006,590.1728400000001,26.503417151034302,565,565.0,572.5015552826984
9007,590.18128,26.52788034323661,512,512.0,530.3037495606949
9008,590.18971,26.518558007792823,526,526.0,549.4894078834974
9009,590.19815,26.508828031931518,471,471.0,487.78697755432216
9010,590.2065799999999,26.5135090768229,483,483.0,503.6853498205076
9011,590.2150200000001,26.530080615405787,374,374.0,398.3325353173562
9012,590.22345,26.526790914066446,389,389.0,410.43169616849246
9013,590.2318799999999,26.512364449208462,300,300.0,314.117868411165
9014,590.24032,26.51035213038116,316,316.0,333.92760952282345
9015,590.2487499999999,26.513782961430774,326,326.0,338.9086147770422
9016,590.2571900000002,26.501403580741076,368,368.0,381.9592497753314
9017,590.2656199999999,26.506361347658533,333,333.0,337.2215617417969
9018,590.27406,26.501331611053633,282,282.0,283.44161346540244
9019,590.2825,26.52577214561267,239,239.0,255.5228512519203
9020,590.29093,26.510756617691293,283,283.0,290.4362962337987
9021,590.29937,26.514386795537618,241,241.0,251.62103358929457
9022,590.3078,26.507286305424824,258,258.0,265.5313967599847
9023,590.31624,26.513508737072794,194,194.0,202.6012527229687
9024,590.32467,26.512052743803366,178,178.0,183.79613649763252
9025,590.33311,26.4999762871787,233,233.0,239.30125978270704
9026,590.34154,26.55090399093173,197,197.0,208.5729412065692
9027,590.34998,26.486167419892478,183,183.0,182.53394168533143
9028,590.35841,26.507498834286576,231,231.0,240.2184775708893
9029,590.38372,26.524678181165438,215,215.0,228.4359543496339
9030,590.3921599999999,26.534456205030914,243,243.0,259.345543317941
9031,590.40059,26.505143986590554,222,222.0,232.71372585268261
9032,590.47652,26.49001376944987,196,196.0,193.22569741880196
9033,590.48496,26.48211949650441,188,188.0,189.7620634140518
9034,590.79716,26.502529402206417,93,93.0,97.80926369098914
9035,590.84779,26.50668069511354,262,262.0,266.8301615501046
9036,590.85623,26.541905229240523,428,428.0,465.692635550746
9037,590.97439,26.553045861083177,405,405.0,417.5325094075168
9038,591.07567,26.51677364024419,572,572.0,582.6693736084616
9039,591.08411,26.515241936683267,500,500.0,518.6781251684641
9040,591.0925500000001,26.545586377509952,386,386.0,382.25501163201983
9041,591.10099,26.528575237608102,302,302.0,317.49067211186406
9042,591.10944,26.550136071469776,305,305.0,323.0381133210239
9043,591.11788,26.5335382922162,249,249.0,266.8337506923283
9044,591.12632,26.538829585930543,207,207.0,226.13302777081222
9045,591.13476,26.453525954860897,168,168.0,176.33069448746056
9046,591.98764,26.49988984732878,234,234.0,234.9008876104189
9047,591.99609,26.547337229744507,610,610.0,614.9390759766072
9048,592.0298800000002,26.507393462345977,367,367.0,357.8972960429021
9049,596.96513,26.608568063485688,1105,1105.0,1121.543349804627
9050,596.97361,26.603845966738135,1705,1705.0,1747.075985480451
9051,596.98209,26.619914594330744,1465,1465.0,1503.9858479129612
9052,596.9990599999999,26.635386268255324,596,596.0,622.3621054954436
9053,598.82431,26.290000000000003,21,21.0,21.0
9054,600.97574,26.470842285889006,363,363.0,368.7583836657814
9055,600.9842499999999,26.42657135850238,173,173.0,148.57060706265418
9056,620.84086,26.530963791774223,178,178.0,186.14002651576175
9057,622.83214,26.388353623607877,585,585.0,624.1957280700257
9058,638.77187,26.290000000000006,22,22.0,22.0
9059,644.78797,26.392195850415085,129,129.0,139.51720994498822
9060,644.7967900000001,26.401166237576632,93,93.0,103.22630174058212
9061,646.77311,26.273373493975903,53,53.0,53.0
9062,646.78194,26.352401558828756,364,364.0,364.0979497882861
9063,646.79077,26.377814808142677,237,237.0,251.11786421422593
9064,699.93542,26.587303238358952,5392,5392.0,5548.209769127707
9065,699.94461,26.583649654774735,8252,8252.0,8458.78783726246
9066,699.95379,26.581084722514806,7850,7850.0,7990.950311042877
9067,699.9629800000001,26.5763630596394,4916,4916.0,5055.0921634656925
9068,700.4499,26.563351451408273,912,912.0,962.0926920400937
9069,700.4590899999998,26.572742933334997,621,621.0,643.14779243394
9070,730.9977,26.742843365554492,510,510.0,508.74065381337596
9071,731.00709,26.749020550400015,264,264.0,266.85672078513636
9072,731.9367000000001,26.788544628913662,459,459.0,429.61287971591327
9073,731.9648799999999,26.785005610321114,315,315.0,300.26904780799424
9074,731.9742699999999,26.81818304570894,210,210.0,183.52747996180756
9075,749.93976,26.381910831442553,213,213.0,221.46890070657122
9076,749.94927,26.378464341988877,232,232.0,248.98887770414777
9077,794.92031,26.681343354563488,3789,3789.0,3799.776199107228
9078,794.96926,26.66622463093833,3329,3329.0,3415.4456070759115
9079,794.9790500000001,26.663041642718138,2035,2035.0,2094.9799050144848
9080,794.98883,26.651283813185838,1114,1114.0,1166.6933170672728
9081,795.9288800000002,26.656060511901245,644,644.0,668.2873266548494
9082,62.00304,26.408823529411762,26,26.0,26.0
9083,94.93168,26.410000000000004,23,23.0,23.0
9084,168.99391000000003,26.612500386262173,177,177.0,180.52348673476982
9085,168.99843,26.576760023554726,95,95.0,92.47847878910747
9086,217.00323,26.74555428954757,92,92.0,96.06336417628007
9087,286.9937,26.635427991597236,413,413.0,427.73387698588454
9088,329.9762600000001,26.440632491570174,89,89.0,92.85551796791165
9089,330.97348,26.452280064194888,77,77.0,77.36817118298586
9090,340.21467,26.434,49,49.0,49.0
9091,348.28601,26.410000000000004,23,23.0,23.0
9092,355.2468999999999,26.41,25,25.0,25.0
9093,365.24983,26.53,59,59.0,59.12620623701085
9094,366.30560999999994,26.4348,53,53.0,53.0
9095,367.36956,26.6185728764591,1516,1516.0,1600.8108245159153
9096,369.28856,26.41,31,31.0,31.0
9097,370.21653,26.482473038608674,319,319.0,320.40746620391246
9098,371.19918,26.422696811443537,169,169.0,187.2246103834734
9099,391.24925,26.41,88,88.0,88.0
9100,403.26883,26.927953081208486,345,345.0,337.7522972070517
9101,405.27230000000003,26.923838793116122,105071,105071.0,107435.56782212047
9102,405.27929,26.948708076487296,211946,211946.0,214143.0446732652
9103,405.28628,26.957352279501748,204975,204975.0,206952.46365083798
9104,405.29327,26.960621214209255,142727,142727.0,144176.41828688025
9105,405.3002599999999,26.96004434901405,88885,88885.0,89889.08907382304
9106,407.25271,26.81007856683815,2057,2057.0,2098.7649892262543
9107,407.25971,26.8165502723726,4638,4638.0,4682.743096720267
9108,407.26672,26.85560829542844,11061,11061.0,11343.031602605452
9109,407.27373,26.911644926353443,25049,25049.0,25749.53710444624
9110,407.28073000000006,26.92854708861515,31375,31375.0,31945.070532602345
9111,437.08789999999993,26.621368345223754,222,222.0,209.14698849686968
9112,437.10968,26.513584574414693,210,210.0,218.977891371197
9113,486.95798999999994,26.639490348775244,3037,3037.0,3286.2757756075134
9114,486.98097,26.611358712602893,2842,2842.0,2918.8955173074455
9115,531.03916,26.461307273870748,63,63.0,63.0972332296481
9116,532.0076900000001,26.46999921136593,22,22.0,22.00000007384813
9117,544.89766,26.55054669865237,151,151.0,153.2613393163143
9118,544.9057599999999,26.56612407128709,338,338.0,345.69248391759845
9119,556.8681199999999,26.579197228958748,198,198.0,193.5058233414963
9120,556.88451,26.550599729221513,1086,1086.0,1189.16700018227
9121,556.8927,26.52906685938023,221,221.0,265.4310496157066
9122,556.90089,26.47,74,74.0,73.99999999999999
9123,556.91728,26.41,22,22.0,22.0
9124,556.96644,26.4311910966981,58,58.0,61.34325759796451
9125,562.8650599999999,26.474550986437507,57,57.0,57.05696839494142
9126,562.8733,26.41356756756757,98,98.0,98.0
9127,568.88584,26.596503199031865,750,750.0,747.5678717998856
9128,568.89412,26.630004865495362,382,382.0,400.650618044062
9129,579.0919,26.50140229648567,154,154.0,159.56270353713583
9130,580.06983,26.554570154447717,142,142.0,152.2382129393429
9131,580.8310200000001,26.647559151637427,238,238.0,262.298949130477
9132,580.85612,26.670204350903848,123,123.0,120.34209240462663
9133,580.88122,26.669121492897837,776,776.0,818.1685957668914
9134,580.8895900000001,26.637946731188958,3468,3468.0,3724.62768120827
9135,580.90632,26.649974379563513,2973,2973.0,3283.7632459929437
9136,580.9146899999998,26.633577011609635,1186,1186.0,1269.0879702679656
9137,588.04086,26.488086953316998,111,111.0,111.92501388945826
9138,588.90836,26.471530860595472,79,79.0,79.00453996749842
9139,588.9167799999999,26.48996315216701,104,104.0,115.38972510033021
9140,588.92521,26.537362210797447,218,218.0,226.07872118607543
9141,590.3668499999999,26.53655271320327,191,191.0,199.78377567243683
9142,590.37529,26.506572068359926,173,173.0,181.45239800689524
9143,590.40903,26.544025957651595,166,166.0,178.07548671151267
9144,590.4174700000001,26.53636135868336,174,174.0,182.2075130647175
9145,590.4259,26.535515000899295,178,178.0,185.14351075924532
9146,590.43434,26.542474580736176,166,166.0,176.95586664348758
9147,590.4427800000001,26.543263630010568,120,120.0,138.26316300104787
9148,590.45121,26.558648315795914,133,133.0,142.51155430164343
9149,590.45965,26.556313946318856,164,164.0,171.2080821211756
9150,590.46808,26.51434538159303,166,166.0,170.87063640689536
9151,590.49339,26.50534314963442,144,144.0,147.93538269593438
9152,590.5018300000002,26.56370834778935,92,92.0,97.33512677181346
9153,590.51027,26.48706739682419,141,141.0,145.2324224886863
9154,590.53558,26.488313774421073,151,151.0,160.1287632295433
9155,590.54402,26.498927077351613,148,148.0,153.30710050249735
9156,590.55245,26.49131419428414,126,126.0,133.99121574186236
9157,590.5608900000001,26.529042327222538,156,156.0,165.37947044088318
9158,590.56933,26.532686984918975,154,154.0,162.78008260592995
9159,590.57776,26.41,91,91.0,91.0
9160,590.5862,26.51923440928226,141,141.0,146.8812830721115
9161,590.59464,26.546208141039738,135,135.0,142.60758672771695
9162,590.60308,26.528899956243553,94,94.0,88.09609650199029
9163,590.63683,26.52325605885746,111,111.0,119.25553316877851
9164,590.6452699999999,26.450780769120456,94,94.0,94.95066378711047
9165,590.6537,26.472265738985342,104,104.0,104.01363816310868
9166,590.66214,26.547818428859912,98,98.0,107.20972913770072
9167,590.67058,26.52499170520217,104,104.0,123.92772835526556
9168,590.69589,26.575044237425722,108,108.0,112.08300276778478
9169,590.70433,26.513735588922028,58,58.0,67.53576950077694
9170,590.71277,26.540313171344323,91,91.0,97.7033463638808
9171,590.75496,26.509083302446918,93,93.0,104.78627295866912
9172,590.7634000000002,26.5334174778892,90,90.0,115.09037912109319
9173,590.77184,26.524229371545776,59,59.0,65.91390569903565
9174,590.78028,26.472570259732233,101,101.0,101.0321428137865
9175,590.7887200000001,26.56281945309887,109,109.0,118.13301256016736
9176,590.82247,26.438888888888886,60,60.0,60.0
9177,590.83091,26.40142857142857,56,56.0,56.0
9178,590.83935,26.476859757314095,125,125.0,125.141450496999
9179,590.86467,26.569968163888056,164,164.0,166.56778126982664
9180,590.8899899999999,26.548117505683127,88,88.0,98.04847748836836
9181,590.89843,26.518906411064652,97,97.0,111.57957327252133
9182,590.90687,26.52473684210526,31,31.0,31.0
9183,590.91531,26.503103448275862,45,45.0,45.0
9184,590.94907,26.514848585686018,95,95.0,101.02822763323908
9185,590.95751,26.470000000000002,91,91.0,91.0
9186,590.9659499999999,26.561182646033835,123,123.0,135.03705981388796
9187,591.1431999999999,26.535389731580846,143,143.0,151.25458702803974
9188,591.15164,26.531702927059662,112,112.0,114.99019746168834
9189,591.16008,26.54333108729883,97,97.0,108.48709705750086
9190,592.03832,26.501813415984707,199,199.0,201.7626786467357
9191,592.0467700000002,26.50386458661823,113,113.0,117.328516025914
9192,593.00176,26.428260869565218,45,45.0,45.0
9193,596.95664,26.61267189765642,358,358.0,366.9285679213335
9194,597.00754,26.64435238758822,326,326.0,350.5286991052347
9195,597.9834999999999,26.71876147065827,94,94.0,96.29664878837752
9196,600.99276,26.903918652745794,294,294.0,265.87642945308914
9197,601.0012699999999,26.958478889429603,375,375.0,369.6863833814482
9198,616.81613,26.004062996870545,75,75.0,89.41306873649094
9199,620.83221,26.621240385154156,114,114.0,109.29195928244903
9200,622.84081,26.35889227942394,80,80.0,80.04021684457767
9201,644.8056,26.410000000000004,46,46.0,46.0
9202,699.9262400000001,26.608766363950902,1343,1343.0,1408.1914776762524
9203,699.97216,26.5692303389025,2396,2396.0,2514.3794171862987
9204,699.9813499999999,26.57223599702398,693,693.0,721.1696904624288
9205,700.4407099999999,26.5903961254531,613,613.0,647.8255921441718
9206,700.46828,26.54588238583895,188,188.0,198.76010423227672
9207,730.91322,26.818399697745086,331,331.0,331.9094158553131
9208,731.01647,26.727919440453626,176,176.0,182.34358745340865
9209,731.0258600000001,26.625256802286504,84,84.0,74.44550446303178
9210,749.95878,26.39857142857143,75,75.0,75.0
9211,794.91052,26.69090884631438,1064,1064.0,1091.0750800262404
9212,794.99862,26.65511554780141,683,683.0,716.001397442656
9213,795.0084100000001,26.67415730562471,406,406.0,419.18934854873635
9214,795.91909,26.694666937148327,305,305.0,308.438680617268
9215,795.93868,26.651007380388148,896,896.0,939.5278963225676
9216,795.9484700000002,26.64659078579283,854,854.0,895.9777450064666
9217,795.9582699999999,26.642281622401505,703,703.0,736.2111903871985
9218,795.9680600000003,26.641843540041073,379,379.0,394.1535660519156
9219,795.97786,26.607644835713064,191,191.0,193.7802023905862
9220,121.94008,26.631231695785804,90,90.0,101.09268342440438
9221,146.95714,26.615591350469032,158,158.0,139.82396148294004
9222,216.98277000000002,26.664702039665634,150,150.0,148.12579584770305
9223,286.99958,26.660529934036344,222,222.0,234.30578522326473
9224,287.00546,26.62468665540008,62,62.0,65.49607762914881
9225,329.98257,26.542249394535546,80,80.0,87.75867540387564
9226,367.24979,26.53,23,23.0,23.0
9227,367.34294,26.640210821375906,248,248.0,283.2817845062746
9228,367.37621,26.636899214644515,168,168.0,194.78140000236155
9229,401.93825999999996,26.53,55,55.0,55.0
9230,401.94522,26.70880834293098,75,75.0,73.45542507129676
9231,403.25489,26.88045759425864,270,270.0,279.4510397505579
9232,403.26186,26.895475842211432,500,500.0,519.8708143147234
9233,405.26531,26.921391251235914,17892,17892.0,18161.957773761347
9234,405.30725000000007,26.960416013711775,51899,51899.0,52470.604357131095
9235,405.31424,26.960961263240268,28958,28958.0,29403.157401105473
9236,405.32123000000007,26.956379956470958,16624,16624.0,16919.80557953118
9237,406.27239999999995,26.918871591110236,18847,18847.0,19277.27257762951
9238,406.27939,26.94799653272001,50893,50893.0,51525.49046122679
9239,406.28639,26.95931002309104,58961,58961.0,59623.08444748679
9240,406.29339,26.967614486145404,43142,43142.0,43724.20222762002
