Data file,C:\Users\grego\OneDrive - University of North Carolina at Chapel Hill\Academic\Data from Kimberley\O157_Lip_Allion_5bit_Pos_001_DI3.d.DeMP.d
Frame range,11,82
Frame time range,0.281,1.780,minutes
Drift units,Drift Time (ms)
Mass units,Mass-To-Charge (m/z)
Fragmentation Filter: High Only
Mass,Drift,Abundance
103.13225,31.56,48
103.13578,31.56,39
103.13931,31.56,36
103.14284,31.56,18
103.14637,31.56,19
103.14990,31.56,11
103.15343,31.56,5
103.15696,31.56,0
103.16049,31.56,2
112.89742,31.56,112
112.90112,31.56,113
112.90481,31.56,99
112.90850,31.56,75
112.91220,31.56,58
112.91589,31.56,84
112.91958,31.56,0
112.92328,31.56,60
112.92697,31.56,42
112.93066,31.56,34
112.93436,31.56,23
112.93805,31.56,20
156.03550,31.56,253
156.03984,31.56,348
156.04419,31.56,118
156.04853,31.56,55
156.06590,31.56,20
175.10652,31.56,341
175.11111,31.56,4730
175.11571,31.56,5308
175.12031,31.56,4520
175.12491,31.56,3918
175.12951,31.56,2289
175.13411,31.56,1281
175.13871,31.56,843
175.14331,31.56,529
175.14791,31.56,688
175.15251,31.56,469
175.15711,31.56,290
175.16171,31.56,328
175.16631,31.56,140
175.17091,31.56,161
175.17551,31.56,117
175.18011,31.56,52
175.18471,31.56,61
175.18931,31.56,15
175.19851,31.56,9
176.12905,31.56,102
192.03616,31.56,61
192.04098,31.56,26
192.04580,31.56,9
197.12680,31.56,103
197.13168,31.56,106
197.13656,31.56,0
197.14144,31.56,62
210.04399,31.56,50
213.11275,31.56,33
213.11782,31.56,22
227.09544,31.56,546
227.10068,31.56,492
227.10591,31.56,435
227.11115,31.56,359
227.11639,31.56,254
227.12163,31.56,188
227.12687,31.56,127
227.13210,31.56,154
227.13734,31.56,142
227.14258,31.56,128
227.14782,31.56,94
227.15306,31.56,73
227.16877,31.56,10
229.14276,31.56,133
229.14802,31.56,1288
229.15328,31.56,921
229.15855,31.56,547
229.16381,31.56,131
229.16907,31.56,101
229.17433,31.56,121
229.17959,31.56,94
229.18485,31.56,76
229.19012,31.56,61
229.19538,31.56,30
229.20064,31.56,45
229.20590,31.56,16
229.21116,31.56,25
235.05734,31.56,361
235.06267,31.56,257
235.06800,31.56,199
235.08399,31.56,78
244.14926,31.56,463
244.15469,31.56,1363
244.16012,31.56,1500
244.16555,31.56,1353
244.17098,31.56,1061
244.17642,31.56,740
244.18185,31.56,488
244.18728,31.56,310
244.19271,31.56,186
311.29718,31.56,102
311.30332,31.56,53
311.30945,31.56,31
311.31558,31.56,21
311.33398,31.56,15
325.26051,31.56,223
325.26678,31.56,0
325.27305,31.56,740
325.27932,31.56,422
325.28559,31.56,133
325.29185,31.56,227
325.29812,31.56,159
325.30439,31.56,0
325.31066,31.56,45
325.34828,31.56,43
344.16994,31.56,549
344.17639,31.56,1148
344.18283,31.56,1099
344.18928,31.56,921
344.19573,31.56,707
344.20218,31.56,544
344.20863,31.56,358
344.21508,31.56,290
402.37279,31.56,76
429.20892,31.56,71
429.21612,31.56,39
429.22332,31.56,38
429.23052,31.56,37
429.23772,31.56,28
429.24492,31.56,16
429.27373,31.56,224
429.28093,31.56,268
429.28813,31.56,253
429.29533,31.56,187
429.30253,31.56,132
429.30973,31.56,94
440.24572,31.56,121
510.24068,31.56,203
510.24854,31.56,1387
510.25639,31.56,1602
510.26424,31.56,1478
510.27209,31.56,1246
510.27994,31.56,275
510.28779,31.56,397
510.30350,31.56,105
538.33954,31.56,5
548.29632,31.56,222
548.30445,31.56,279
548.31259,31.56,195
548.32073,31.56,130
548.32887,31.56,99
548.33701,31.56,62
649.41416,31.56,415
649.42301,31.56,2008
649.43187,31.56,3184
649.44073,31.56,4621
649.44959,31.56,4423
649.45844,31.56,3612
649.46730,31.56,2632
649.47616,31.56,1803
649.48502,31.56,1168
649.49388,31.56,798
649.50273,31.56,411
649.51159,31.56,323
649.52045,31.56,149
649.52931,31.56,80
649.53817,31.56,28
649.56474,31.56,8
649.57360,31.56,4
650.43316,31.56,188
650.44202,31.56,368
650.45088,31.56,291
650.45975,31.56,114
650.46861,31.56,156
650.47748,31.56,59
650.48634,31.56,36
650.49521,31.56,22
650.50407,31.56,14
650.51294,31.56,11
674.36134,31.56,1363
674.37037,31.56,3056
674.37940,31.56,4526
674.38842,31.56,4292
674.39745,31.56,3615
674.40648,31.56,2861
674.41550,31.56,2202
674.42453,31.56,1479
674.43355,31.56,1062
674.44258,31.56,730
674.45161,31.56,512
674.46063,31.56,345
674.46966,31.56,221
674.47869,31.56,180
674.48771,31.56,159
674.49674,31.56,38
674.50577,31.56,0
674.51479,31.56,26
675.36359,31.56,170
675.37263,31.56,1375
675.38166,31.56,1892
675.39069,31.56,1717
675.39972,31.56,1687
675.40876,31.56,1789
675.41779,31.56,1286
675.42682,31.56,897
675.43586,31.56,691
675.44489,31.56,268
675.45392,31.56,260
675.46296,31.56,0
675.47199,31.56,144
675.48102,31.56,32
675.49006,31.56,23
677.43364,31.56,88
677.44269,31.56,330
677.45174,31.56,237
677.46078,31.56,173
677.46983,31.56,134
677.47888,31.56,117
677.48792,31.56,67
679.43438,31.56,999
679.44344,31.56,1531
679.45250,31.56,1792
679.46156,31.56,1613
679.47062,31.56,1416
679.47968,31.56,1049
679.48874,31.56,706
679.49780,31.56,489
679.50686,31.56,342
679.51592,31.56,219
679.52498,31.56,73
679.53405,31.56,62
680.44039,31.56,121
680.44946,31.56,131
680.45853,31.56,277
680.46759,31.56,200
680.47666,31.56,86
680.48573,31.56,72
680.49479,31.56,54
680.50386,31.56,14
696.32588,31.56,167
997.53870,31.56,80
997.54968,31.56,129
997.56066,31.56,55
997.57164,31.56,0
997.58261,31.56,18
997.59359,31.56,10
997.60457,31.56,0
997.61555,31.56,3
999.53763,31.56,35
999.54862,31.56,32
999.55961,31.56,0
999.57060,31.56,11
103.11813,31.60,160
103.12166,31.60,152
103.12519,31.60,112
103.12872,31.60,0
103.13225,31.60,48
103.13578,31.60,39
103.13931,31.60,36
103.14284,31.60,18
103.14637,31.60,19
103.14990,31.60,11
103.15343,31.60,5
103.15696,31.60,0
103.16049,31.60,2
112.89742,31.60,112
112.90112,31.60,113
112.90481,31.60,99
112.90850,31.60,75
112.91220,31.60,58
112.91589,31.60,84
112.91958,31.60,0
112.92328,31.60,60
112.92697,31.60,72
112.93066,31.60,61
112.93436,31.60,43
112.93805,31.60,30
156.03550,31.60,142
156.03984,31.60,210
156.04419,31.60,118
156.04853,31.60,55
156.06590,31.60,20
175.10652,31.60,341
175.11111,31.60,4029
175.11571,31.60,4508
175.12031,31.60,3997
175.12491,31.60,3113
175.12951,31.60,1991
175.13411,31.60,1204
175.13871,31.60,663
175.14331,31.60,477
175.14791,31.60,489
175.15251,31.60,330
175.15711,31.60,267
175.16171,31.60,272
175.16631,31.60,148
175.17091,31.60,134
175.17551,31.60,88
175.18011,31.60,62
175.18471,31.60,61
175.19851,31.60,7
176.12905,31.60,102
192.03616,31.60,46
192.04098,31.60,45
197.12680,31.60,103
197.13168,31.60,106
197.13656,31.60,0
197.14144,31.60,62
210.04399,31.60,206
213.11275,31.60,33
213.11782,31.60,22
227.09544,31.60,546
227.10068,31.60,492
227.10591,31.60,435
227.11115,31.60,359
227.11639,31.60,254
227.12163,31.60,188
227.12687,31.60,127
227.13210,31.60,154
227.13734,31.60,142
227.14258,31.60,128
227.14782,31.60,94
227.15306,31.60,73
227.16877,31.60,10
229.14276,31.60,133
229.14802,31.60,481
229.15328,31.60,355
229.15855,31.60,172
229.17959,31.60,5
229.18485,31.60,42
229.19012,31.60,28
229.19538,31.60,10
229.20064,31.60,13
229.20590,31.60,4
229.21116,31.60,12
235.05734,31.60,131
235.06267,31.60,80
235.06800,31.60,56
235.08399,31.60,23
244.14926,31.60,867
244.15469,31.60,1484
244.16012,31.60,1200
244.16555,31.60,1369
244.17098,31.60,1103
244.17642,31.60,609
244.18185,31.60,380
244.18728,31.60,232
244.19271,31.60,105
311.29718,31.60,191
311.30332,31.60,85
311.30945,31.60,49
311.31558,31.60,33
311.33398,31.60,15
325.26051,31.60,98
325.27305,31.60,147
344.16994,31.60,1208
344.17639,31.60,2567
344.18283,31.60,2571
344.18928,31.60,2142
344.19573,31.60,1625
344.20218,31.60,1225
344.20863,31.60,820
344.21508,31.60,641
344.22152,31.60,240
344.27311,31.60,20
402.37279,31.60,76
429.20892,31.60,71
429.21612,31.60,39
429.22332,31.60,38
429.23052,31.60,37
429.23772,31.60,28
429.24492,31.60,16
429.27373,31.60,506
429.28093,31.60,573
429.28813,31.60,521
429.29533,31.60,187
429.30253,31.60,132
429.30973,31.60,94
510.24068,31.60,203
510.24854,31.60,1049
510.25639,31.60,1281
510.26424,31.60,1144
510.27209,31.60,991
510.27994,31.60,275
510.28779,31.60,312
510.30350,31.60,105
538.33954,31.60,5
548.29632,31.60,222
548.30445,31.60,279
548.31259,31.60,195
548.32073,31.60,130
548.32887,31.60,99
548.33701,31.60,62
649.41416,31.60,284
649.42301,31.60,1782
649.43187,31.60,3083
649.44073,31.60,4562
649.44959,31.60,4292
649.45844,31.60,3531
649.46730,31.60,2583
649.47616,31.60,1959
649.48502,31.60,1290
649.49388,31.60,906
649.50273,31.60,509
649.51159,31.60,401
649.52045,31.60,172
649.52931,31.60,130
649.53817,31.60,43
649.56474,31.60,8
649.57360,31.60,4
650.43316,31.60,188
650.44202,31.60,368
650.45088,31.60,291
650.45975,31.60,114
650.46861,31.60,156
650.47748,31.60,59
650.48634,31.60,36
650.49521,31.60,22
650.50407,31.60,14
650.51294,31.60,11
674.36134,31.60,1172
674.37037,31.60,2404
674.37940,31.60,3764
674.38842,31.60,3797
674.39745,31.60,3028
674.40648,31.60,2357
674.41550,31.60,1850
674.42453,31.60,1259
674.43355,31.60,725
674.44258,31.60,498
674.45161,31.60,298
674.46063,31.60,188
674.46966,31.60,117
674.47869,31.60,102
674.48771,31.60,91
674.49674,31.60,26
674.50577,31.60,0
674.51479,31.60,12
675.36359,31.60,170
675.37263,31.60,794
675.38166,31.60,1207
675.39069,31.60,1373
675.39972,31.60,1055
675.40876,31.60,1110
675.41779,31.60,800
675.42682,31.60,555
675.43586,31.60,437
675.44489,31.60,268
675.45392,31.60,157
675.46296,31.60,0
675.47199,31.60,91
675.48102,31.60,32
675.49006,31.60,23
677.43364,31.60,88
677.44269,31.60,330
677.45174,31.60,237
677.46078,31.60,173
677.46983,31.60,134
677.47888,31.60,117
677.48792,31.60,67
679.43438,31.60,1366
679.44344,31.60,1837
679.45250,31.60,2532
679.46156,31.60,2596
679.47062,31.60,2214
679.47968,31.60,1516
679.48874,31.60,1057
679.49780,31.60,735
679.50686,31.60,507
679.51592,31.60,309
679.52498,31.60,73
679.53405,31.60,121
680.44039,31.60,208
680.44946,31.60,316
680.45853,31.60,486
680.46759,31.60,379
680.47666,31.60,221
680.48573,31.60,126
680.49479,31.60,135
680.50386,31.60,40
696.32588,31.60,167
997.53870,31.60,80
997.54968,31.60,74
997.56066,31.60,41
997.57164,31.60,0
997.58261,31.60,18
997.59359,31.60,10
997.60457,31.60,0
997.61555,31.60,3
999.53763,31.60,35
999.54862,31.60,32
999.55961,31.60,0
999.57060,31.60,11
103.11813,31.64,160
103.12166,31.64,152
103.12519,31.64,112
103.12872,31.64,0
103.13225,31.64,48
103.13578,31.64,39
103.13931,31.64,36
103.14284,31.64,18
103.14637,31.64,19
103.14990,31.64,11
103.15343,31.64,5
103.15696,31.64,0
103.16049,31.64,2
112.89742,31.64,112
112.90112,31.64,113
112.90481,31.64,99
112.90850,31.64,75
112.91220,31.64,58
112.91589,31.64,84
112.91958,31.64,0
112.92328,31.64,60
112.92697,31.64,81
112.93066,31.64,72
112.93436,31.64,50
112.93805,31.64,35
140.06390,31.64,396
156.03984,31.64,99
156.04419,31.64,57
156.04853,31.64,55
156.06590,31.64,20
175.10652,31.64,341
175.11111,31.64,3171
175.11571,31.64,3875
175.12031,31.64,2678
175.12491,31.64,2000
175.12951,31.64,1458
175.13411,31.64,954
175.13871,31.64,553
175.14331,31.64,374
175.14791,31.64,414
175.15251,31.64,304
175.15711,31.64,175
175.16171,31.64,243
175.16631,31.64,164
175.17091,31.64,134
175.17551,31.64,111
175.18011,31.64,46
175.18471,31.64,48
175.19851,31.64,4
176.12905,31.64,102
192.03616,31.64,22
192.04098,31.64,131
197.12680,31.64,103
197.13168,31.64,106
197.13656,31.64,0
197.14144,31.64,62
210.04399,31.64,306
210.04902,31.64,46
210.05406,31.64,54
210.05910,31.64,39
210.06414,31.64,21
210.06917,31.64,13
210.07421,31.64,0
210.07925,31.64,10
213.11275,31.64,33
213.11782,31.64,22
227.09544,31.64,546
227.10068,31.64,492
227.10591,31.64,435
227.11115,31.64,359
227.11639,31.64,254
227.12163,31.64,188
227.12687,31.64,127
227.13210,31.64,154
227.13734,31.64,142
227.14258,31.64,128
227.14782,31.64,94
227.15306,31.64,73
227.16877,31.64,10
229.14276,31.64,133
229.17959,31.64,5
229.18485,31.64,18
229.19012,31.64,9
229.19538,31.64,2
229.20064,31.64,4
229.20590,31.64,4
229.21116,31.64,5
235.05734,31.64,31
244.14926,31.64,867
244.15469,31.64,1000
244.16012,31.64,682
244.16555,31.64,1094
244.17098,31.64,824
244.17642,31.64,414
244.18185,31.64,199
244.18728,31.64,211
311.29718,31.64,191
311.30332,31.64,140
311.30945,31.64,95
311.31558,31.64,71
311.33398,31.64,15
325.27305,31.64,147
344.16994,31.64,1955
344.17639,31.64,4242
344.18283,31.64,4522
344.18928,31.64,3757
344.19573,31.64,2806
344.20218,31.64,2068
344.20863,31.64,1407
344.21508,31.64,641
344.22152,31.64,240
344.27311,31.64,20
429.20892,31.64,71
429.21612,31.64,39
429.22332,31.64,38
429.23052,31.64,37
429.23772,31.64,28
429.24492,31.64,16
429.27373,31.64,888
429.28093,31.64,937
429.28813,31.64,812
429.29533,31.64,408
429.30253,31.64,132
429.30973,31.64,148
510.24068,31.64,203
510.24854,31.64,547
510.25639,31.64,753
510.26424,31.64,667
510.27209,31.64,539
510.28779,31.64,167
510.29564,31.64,0
510.30350,31.64,105
538.33954,31.64,5
548.29632,31.64,222
548.30445,31.64,279
548.31259,31.64,195
548.32073,31.64,130
548.32887,31.64,99
548.33701,31.64,62
649.41416,31.64,142
649.42301,31.64,1300
649.43187,31.64,2743
649.44073,31.64,4598
649.44959,31.64,4350
649.45844,31.64,3642
649.46730,31.64,2697
649.47616,31.64,2036
649.48502,31.64,1371
649.49388,31.64,956
649.50273,31.64,617
649.51159,31.64,460
649.52045,31.64,177
649.52931,31.64,171
649.53817,31.64,88
649.56474,31.64,8
649.57360,31.64,4
650.43316,31.64,188
650.44202,31.64,368
650.45088,31.64,291
650.45975,31.64,114
650.46861,31.64,156
650.47748,31.64,59
650.48634,31.64,36
650.49521,31.64,22
650.50407,31.64,14
650.51294,31.64,11
674.36134,31.64,1046
674.37037,31.64,1804
674.37940,31.64,3180
674.38842,31.64,3323
674.39745,31.64,2615
674.40648,31.64,2025
674.41550,31.64,1562
674.42453,31.64,1067
674.43355,31.64,609
674.44258,31.64,414
674.45161,31.64,133
674.46063,31.64,150
674.46966,31.64,49
674.47869,31.64,45
674.48771,31.64,39
674.49674,31.64,7
675.36359,31.64,170
675.37263,31.64,618
675.38166,31.64,910
675.39069,31.64,1082
675.39972,31.64,743
675.40876,31.64,667
675.41779,31.64,477
675.42682,31.64,326
675.43586,31.64,203
675.44489,31.64,94
675.45392,31.64,70
675.46296,31.64,0
675.47199,31.64,42
675.48102,31.64,32
675.49006,31.64,23
677.43364,31.64,88
677.44269,31.64,236
677.45174,31.64,237
677.46078,31.64,259
677.46983,31.64,134
677.47888,31.64,117
677.48792,31.64,67
679.43438,31.64,1366
679.44344,31.64,2254
679.45250,31.64,3779
679.46156,31.64,3875
679.47062,31.64,3134
679.47968,31.64,1838
679.48874,31.64,1435
679.49780,31.64,903
679.50686,31.64,683
679.51592,31.64,414
679.52498,31.64,73
679.53405,31.64,121
680.44039,31.64,208
680.44946,31.64,596
680.45853,31.64,486
680.46759,31.64,518
680.47666,31.64,342
680.48573,31.64,218
680.49479,31.64,206
680.50386,31.64,40
696.32588,31.64,167
997.58261,31.64,18
997.59359,31.64,10
997.60457,31.64,0
997.61555,31.64,3
999.53763,31.64,35
999.54862,31.64,32
999.55961,31.64,0
999.57060,31.64,11
103.11813,31.68,44
103.12166,31.68,69
103.12519,31.68,61
109.09295,31.68,9
109.09658,31.68,52
109.10021,31.68,52
109.10384,31.68,32
109.10747,31.68,24
112.92697,31.68,39
112.93066,31.68,39
112.93436,31.68,30
112.93805,31.68,16
139.00875,31.68,422
139.01285,31.68,509
139.01694,31.68,492
139.02104,31.68,381
139.02514,31.68,285
139.02924,31.68,193
139.03334,31.68,141
139.03744,31.68,119
139.04153,31.68,89
139.04563,31.68,68
139.04973,31.68,20
139.05383,31.68,37
139.05793,31.68,14
139.06203,31.68,12
140.06390,31.68,591
140.06802,31.68,158
140.07213,31.68,117
156.03984,31.68,284
156.04419,31.68,219
156.04853,31.68,101
156.05287,31.68,79
156.05721,31.68,48
156.06155,31.68,36
156.06590,31.68,29
156.07024,31.68,25
156.07458,31.68,40
156.07892,31.68,22
156.08326,31.68,17
156.08761,31.68,15
156.09195,31.68,10
156.09629,31.68,5
175.10652,31.68,128
175.11111,31.68,1940
175.11571,31.68,2506
175.12031,31.68,1459
175.12491,31.68,928
175.12951,31.68,758
175.13411,31.68,598
175.13871,31.68,471
175.14331,31.68,308
175.14791,31.68,196
175.15251,31.68,210
175.15711,31.68,110
175.16171,31.68,234
175.16631,31.68,164
175.17091,31.68,107
175.17551,31.68,128
175.18011,31.68,27
175.18471,31.68,63
175.18931,31.68,24
192.04098,31.68,131
210.04399,31.68,256
210.04902,31.68,136
210.05406,31.68,179
210.05910,31.68,126
210.06414,31.68,78
210.06917,31.68,53
210.07421,31.68,37
210.07925,31.68,31
213.07216,31.68,282
213.07723,31.68,310
213.08231,31.68,217
213.08738,31.68,159
213.09245,31.68,122
213.09753,31.68,70
213.10260,31.68,27
213.10767,31.68,12
217.12978,31.68,822
227.14258,31.68,60
227.14782,31.68,81
227.15306,31.68,14
227.15830,31.68,8
229.17959,31.68,5
229.18485,31.68,6
244.14926,31.68,404
244.15469,31.68,467
244.16012,31.68,161
244.16555,31.68,766
244.17098,31.68,516
244.17642,31.68,192
244.18728,31.68,201
245.12235,31.68,423
245.12780,31.68,516
245.13324,31.68,350
245.13868,31.68,253
245.14412,31.68,164
245.14956,31.68,124
245.15501,31.68,98
245.16045,31.68,69
245.16589,31.68,24
245.17133,31.68,69
245.17677,31.68,0
245.18222,31.68,34
245.18766,31.68,0
245.19310,31.68,56
251.02910,31.68,267
251.03460,31.68,203
251.04011,31.68,159
251.04562,31.68,124
251.05112,31.68,85
251.05663,31.68,59
251.06214,31.68,48
251.06765,31.68,35
311.29718,31.68,89
311.30332,31.68,87
311.30945,31.68,63
311.31558,31.68,78
344.16349,31.68,576
344.16994,31.68,2664
344.17639,31.68,5032
344.18283,31.68,5719
344.18928,31.68,4722
344.19573,31.68,3470
344.20218,31.68,2491
344.20863,31.68,1732
344.21508,31.68,807
344.22152,31.68,536
344.22797,31.68,168
344.23442,31.68,140
344.24087,31.68,115
344.24732,31.68,77
344.25377,31.68,86
344.26022,31.68,59
344.26666,31.68,73
344.27311,31.68,68
344.27956,31.68,35
402.35188,31.68,25
402.41463,31.68,1
429.27373,31.68,1087
429.28093,31.68,1053
429.28813,31.68,849
429.29533,31.68,442
429.30253,31.68,133
429.30973,31.68,106
440.23843,31.68,25
440.24572,31.68,36
466.27540,31.68,109
466.28290,31.68,126
489.28590,31.68,88
489.29358,31.68,74
489.30127,31.68,0
489.30896,31.68,26
489.31665,31.68,19
496.22975,31.68,34
510.25639,31.68,11
510.26424,31.68,1
510.32705,31.68,1
512.21322,31.68,14
512.22108,31.68,2
512.22895,31.68,1
512.23682,31.68,21
512.24468,31.68,8
538.28309,31.68,4
538.29116,31.68,4
538.29922,31.68,17
538.30729,31.68,12
538.31535,31.68,5
538.33148,31.68,5
538.33954,31.68,7
548.29632,31.68,149
548.30445,31.68,283
548.31259,31.68,350
548.32073,31.68,263
548.32887,31.68,229
548.33701,31.68,165
548.34515,31.68,111
548.35329,31.68,88
549.36300,31.68,39
549.37114,31.68,37
549.37929,31.68,37
549.38744,31.68,24
649.41416,31.68,44
649.42301,31.68,786
649.43187,31.68,2654
649.44073,31.68,4461
649.44959,31.68,4306
649.45844,31.68,3650
649.46730,31.68,2772
649.47616,31.68,2041
649.48502,31.68,1426
649.49388,31.68,980
649.50273,31.68,614
649.51159,31.68,400
649.52045,31.68,166
649.52931,31.68,150
649.53817,31.68,108
650.46861,31.68,38
665.44633,31.68,454
665.45530,31.68,460
665.46426,31.68,79
665.47323,31.68,68
665.48220,31.68,54
665.49116,31.68,0
665.50013,31.68,41
674.36134,31.68,817
674.37037,31.68,1581
674.37940,31.68,2626
674.38842,31.68,2921
674.39745,31.68,2390
674.40648,31.68,1854
674.41550,31.68,1359
674.42453,31.68,950
674.43355,31.68,500
674.44258,31.68,346
674.45161,31.68,61
674.46063,31.68,140
674.46966,31.68,44
674.47869,31.68,38
675.37263,31.68,506
675.38166,31.68,465
675.39069,31.68,681
675.39972,31.68,305
675.40876,31.68,240
675.41779,31.68,163
675.42682,31.68,108
677.44269,31.68,62
677.45174,31.68,71
677.46078,31.68,221
677.46983,31.68,62
677.47888,31.68,44
677.48792,31.68,30
679.42532,31.68,637
679.43438,31.68,1920
679.44344,31.68,3360
679.45250,31.68,5044
679.46156,31.68,5077
679.47062,31.68,3881
679.47968,31.68,2354
679.48874,31.68,1919
679.49780,31.68,1269
679.50686,31.68,802
679.51592,31.68,501
679.52498,31.68,182
679.53405,31.68,169
679.54311,31.68,92
679.55217,31.68,81
679.56123,31.68,45
679.57029,31.68,32
679.57935,31.68,30
679.58841,31.68,8
679.59747,31.68,10
680.44039,31.68,462
680.44946,31.68,1045
680.45853,31.68,855
680.46759,31.68,694
680.47666,31.68,538
680.48573,31.68,365
680.49479,31.68,409
680.50386,31.68,138
680.51293,31.68,80
680.52199,31.68,53
680.53106,31.68,35
695.42734,31.68,88
695.43651,31.68,113
695.44567,31.68,92
695.45484,31.68,80
695.46401,31.68,0
695.47317,31.68,41
695.48234,31.68,30
695.49151,31.68,24
695.50067,31.68,14
695.50984,31.68,10
696.32588,31.68,115
103.11813,31.72,44
103.12166,31.72,74
103.12519,31.72,61
103.12872,31.72,12
103.13225,31.72,6
103.13578,31.72,9
109.09295,31.72,9
109.09658,31.72,52
109.10021,31.72,52
109.10384,31.72,32
109.10747,31.72,24
112.92697,31.72,8
112.93066,31.72,12
112.93436,31.72,11
112.93805,31.72,6
139.00875,31.72,422
139.01285,31.72,509
139.01694,31.72,492
139.02104,31.72,381
139.02514,31.72,285
139.02924,31.72,193
139.03334,31.72,141
139.03744,31.72,119
139.04153,31.72,89
139.04563,31.72,68
139.04973,31.72,20
139.05383,31.72,37
139.05793,31.72,14
139.06203,31.72,12
140.06390,31.72,591
140.06802,31.72,158
140.07213,31.72,117
156.03984,31.72,284
156.04419,31.72,219
156.04853,31.72,101
156.05287,31.72,79
156.05721,31.72,48
156.06155,31.72,73
156.06590,31.72,60
156.07024,31.72,25
156.07458,31.72,40
156.07892,31.72,22
156.08326,31.72,17
156.08761,31.72,15
156.09195,31.72,10
156.09629,31.72,5
175.10652,31.72,128
175.11111,31.72,1607
175.11571,31.72,2019
175.12031,31.72,1172
175.12491,31.72,935
175.12951,31.72,850
