Data file,C:\Users\grego\OneDrive - University of North Carolina at Chapel Hill\Academic\Data from Kimberley\O157_Lip_Allion_5bit_Pos_001_DI3.d.DeMP.d
Frame range,11,82
Frame time range,0.281,1.780,minutes
Drift units,Drift Time (ms)
Mass units,Mass-To-Charge (m/z)
Fragmentation Filter: High Only
Mass,Drift,Abundance
526.27102,31.36,417
526.27900,31.36,306
526.29494,31.36,67
526.30292,31.36,97
526.31089,31.36,43
526.33481,31.36,11
538.28309,31.36,343
538.29116,31.36,482
538.29922,31.36,382
538.30729,31.36,292
538.31535,31.36,218
538.32342,31.36,147
538.33148,31.36,111
538.33954,31.36,66
538.34761,31.36,75
538.35567,31.36,67
538.36374,31.36,20
538.38793,31.36,21
542.19314,31.36,35
542.20123,31.36,43
542.20932,31.36,15
546.31229,31.36,330
546.32041,31.36,546
546.32853,31.36,262
546.33666,31.36,209
619.49246,31.36,24
620.30592,31.36,141
620.31457,31.36,37
620.32323,31.36,74
620.33189,31.36,59
620.34054,31.36,68
620.34920,31.36,51
620.35786,31.36,56
631.52319,31.36,748
631.53193,31.36,1467
631.54066,31.36,1973
631.54939,31.36,1871
631.55813,31.36,1710
631.56686,31.36,1019
631.57560,31.36,755
631.58433,31.36,379
631.59307,31.36,221
631.60180,31.36,150
631.61054,31.36,104
631.61927,31.36,53
631.62801,31.36,9
631.63674,31.36,25
631.64548,31.36,25
632.52806,31.36,237
632.53680,31.36,501
632.54554,31.36,649
632.55429,31.36,635
632.56303,31.36,497
632.58051,31.36,107
632.58925,31.36,88
649.41416,31.36,79
649.42301,31.36,625
649.43187,31.36,2105
649.44073,31.36,3184
649.44959,31.36,2298
649.45844,31.36,1928
649.46730,31.36,1352
649.47616,31.36,1068
649.48502,31.36,747
649.49388,31.36,519
649.50273,31.36,436
649.51159,31.36,306
649.52045,31.36,177
649.52931,31.36,237
649.53817,31.36,85
649.54702,31.36,109
649.55588,31.36,0
649.56474,31.36,12
650.44202,31.36,169
650.45088,31.36,330
650.45975,31.36,257
650.46861,31.36,120
650.47748,31.36,75
650.48634,31.36,57
650.49521,31.36,39
665.43737,31.36,77
665.44633,31.36,55
665.45530,31.36,38
665.46426,31.36,33
665.47323,31.36,20
665.48220,31.36,16
674.35232,31.36,781
674.36134,31.36,3130
674.37037,31.36,4430
674.37940,31.36,5708
674.38842,31.36,5694
674.39745,31.36,4978
674.40648,31.36,3736
674.41550,31.36,2870
674.42453,31.36,2063
674.43355,31.36,1279
674.44258,31.36,920
674.45161,31.36,618
674.46063,31.36,448
674.46966,31.36,301
674.47869,31.36,245
674.48771,31.36,199
674.49674,31.36,85
674.50577,31.36,146
674.51479,31.36,52
674.52382,31.36,22
675.35456,31.36,170
675.36359,31.36,764
675.37263,31.36,2404
675.38166,31.36,3232
675.39069,31.36,3078
675.39972,31.36,2329
675.40876,31.36,2094
675.41779,31.36,1553
675.42682,31.36,931
675.43586,31.36,687
675.44489,31.36,529
675.45392,31.36,342
675.46296,31.36,268
675.47199,31.36,238
675.48102,31.36,117
677.42460,31.36,108
677.43364,31.36,578
677.44269,31.36,543
677.45174,31.36,386
677.46078,31.36,119
677.46983,31.36,187
677.47888,31.36,26
677.48792,31.36,0
677.49697,31.36,7
677.50602,31.36,19
679.47062,31.36,175
696.33505,31.36,350
696.34423,31.36,409
696.35340,31.36,278
696.36257,31.36,404
696.37174,31.36,311
696.38091,31.36,208
696.39009,31.36,190
696.39926,31.36,178
696.40843,31.36,20
696.41760,31.36,0
696.42677,31.36,17
718.31633,31.36,99
718.32565,31.36,154
718.33497,31.36,97
718.34428,31.36,74
718.35360,31.36,95
718.36291,31.36,123
718.37223,31.36,72
718.38154,31.36,44
997.53870,31.36,61
997.54968,31.36,85
997.56066,31.36,70
997.57164,31.36,40
997.58261,31.36,68
999.53763,31.36,80
999.54862,31.36,95
1013.49764,31.36,183
103.12166,31.40,109
103.13931,31.40,51
103.14284,31.40,42
109.09658,31.40,2
140.06390,31.40,35
140.06802,31.40,14
140.07213,31.40,35
156.03550,31.40,729
156.03984,31.40,901
156.04419,31.40,269
156.04853,31.40,150
156.05287,31.40,82
156.05721,31.40,39
156.06155,31.40,84
156.06590,31.40,33
156.07024,31.40,8
175.11111,31.40,3010
175.11571,31.40,5411
175.12031,31.40,5805
175.12491,31.40,3708
175.12951,31.40,2595
175.13411,31.40,2063
175.13871,31.40,1345
175.14331,31.40,1209
175.14791,31.40,714
175.15251,31.40,664
175.15711,31.40,326
175.16171,31.40,336
175.16631,31.40,95
175.17091,31.40,100
175.17551,31.40,79
175.18011,31.40,51
175.18471,31.40,69
175.18931,31.40,67
176.11982,31.40,17
176.12444,31.40,0
176.12905,31.40,7
176.13366,31.40,15
176.13828,31.40,5
192.03616,31.40,162
192.04098,31.40,256
192.04580,31.40,138
208.01887,31.40,91
208.02388,31.40,81
208.02889,31.40,50
208.03390,31.40,34
208.03892,31.40,28
229.14276,31.40,1053
229.14802,31.40,1243
229.15328,31.40,1239
229.15855,31.40,995
229.16381,31.40,778
229.16907,31.40,608
229.17433,31.40,451
229.17959,31.40,306
229.18485,31.40,194
229.19012,31.40,116
229.19538,31.40,69
229.20064,31.40,67
229.20590,31.40,59
235.04668,31.40,413
235.05201,31.40,1229
235.05734,31.40,1125
235.06267,31.40,856
235.06800,31.40,645
235.07333,31.40,423
235.07866,31.40,177
235.08399,31.40,94
235.08931,31.40,13
235.09464,31.40,1
235.09997,31.40,0
235.10530,31.40,1
235.11063,31.40,1
235.13195,31.40,3
241.99256,31.40,182
241.99796,31.40,331
242.00337,31.40,120
242.00878,31.40,175
242.01418,31.40,55
242.01959,31.40,43
242.02500,31.40,30
242.03041,31.40,23
242.03581,31.40,16
244.14926,31.40,112
244.15469,31.40,154
244.18728,31.40,45
244.19271,31.40,32
244.19814,31.40,65
325.27305,31.40,15
325.27932,31.40,191
325.28559,31.40,237
325.29185,31.40,326
325.29812,31.40,249
325.30439,31.40,179
325.31066,31.40,136
325.31693,31.40,137
325.32320,31.40,52
325.32947,31.40,39
325.33574,31.40,11
325.34201,31.40,23
325.34828,31.40,9
325.35455,31.40,11
326.27051,31.40,54
339.29325,31.40,14
339.31246,31.40,14
340.06195,31.40,92
340.06836,31.40,146
356.03825,31.40,270
356.04481,31.40,285
356.05137,31.40,257
356.05792,31.40,179
356.06448,31.40,0
356.07104,31.40,83
356.07760,31.40,58
371.23523,31.40,205
371.24193,31.40,156
371.24863,31.40,121
371.25532,31.40,84
371.26202,31.40,0
371.26872,31.40,40
371.27542,31.40,29
371.28211,31.40,20
371.28881,31.40,0
371.29551,31.40,12
371.30220,31.40,9
466.29041,31.40,1156
466.29791,31.40,985
466.30542,31.40,579
466.31293,31.40,101
466.32043,31.40,68
466.32794,31.40,60
466.33544,31.40,77
466.34295,31.40,75
466.35045,31.40,56
488.30230,31.40,12
502.30291,31.40,40
504.24445,31.40,32
504.25225,31.40,58
504.26006,31.40,65
504.26786,31.40,34
504.27567,31.40,23
504.29128,31.40,42
504.29908,31.40,35
510.24068,31.40,42
510.25639,31.40,343
510.27209,31.40,72
510.27994,31.40,50
510.29564,31.40,12
510.31135,31.40,4
510.31920,31.40,8
510.35846,31.40,6
516.21708,31.40,52
526.21521,31.40,288
526.22318,31.40,365
526.23116,31.40,1171
526.23913,31.40,1067
526.24710,31.40,880
526.25508,31.40,641
526.26305,31.40,507
526.27102,31.40,374
526.27900,31.40,289
526.29494,31.40,67
526.30292,31.40,132
526.31089,31.40,43
526.33481,31.40,11
538.28309,31.40,170
538.29116,31.40,233
538.29922,31.40,181
538.30729,31.40,136
538.31535,31.40,106
538.32342,31.40,72
538.33148,31.40,56
538.33954,31.40,42
538.34761,31.40,46
538.35567,31.40,40
542.19314,31.40,35
542.20123,31.40,89
542.20932,31.40,15
546.31229,31.40,207
546.32041,31.40,252
546.32853,31.40,121
619.49246,31.40,24
620.30592,31.40,168
620.31457,31.40,37
620.34054,31.40,20
620.34920,31.40,17
620.35786,31.40,25
631.52319,31.40,339
631.53193,31.40,1123
631.54066,31.40,1739
631.54939,31.40,1305
631.55813,31.40,1330
631.56686,31.40,776
631.57560,31.40,569
631.58433,31.40,311
631.59307,31.40,174
631.60180,31.40,65
631.61054,31.40,71
631.61927,31.40,12
631.62801,31.40,9
631.63674,31.40,25
632.52806,31.40,237
632.53680,31.40,323
632.54554,31.40,294
632.55429,31.40,282
632.56303,31.40,215
632.57177,31.40,0
632.58051,31.40,107
632.58925,31.40,88
649.41416,31.40,79
649.42301,31.40,1076
649.43187,31.40,2904
649.44073,31.40,3821
649.44959,31.40,3545
649.45844,31.40,2735
649.46730,31.40,1936
649.47616,31.40,1472
649.48502,31.40,1002
649.49388,31.40,688
649.50273,31.40,564
649.51159,31.40,391
649.52045,31.40,245
649.52931,31.40,255
649.53817,31.40,128
649.54702,31.40,127
649.55588,31.40,0
649.56474,31.40,12
650.44202,31.40,267
650.45088,31.40,427
650.45975,31.40,342
650.46861,31.40,120
650.47748,31.40,75
650.48634,31.40,57
650.49521,31.40,39
665.43737,31.40,77
665.44633,31.40,55
665.45530,31.40,38
665.46426,31.40,33
665.47323,31.40,20
665.48220,31.40,16
674.35232,31.40,357
674.36134,31.40,3011
674.37037,31.40,4450
674.37940,31.40,5651
674.38842,31.40,5740
674.39745,31.40,5058
674.40648,31.40,3847
674.41550,31.40,2924
674.42453,31.40,2107
674.43355,31.40,1274
674.44258,31.40,904
674.45161,31.40,628
674.46063,31.40,470
674.46966,31.40,336
674.47869,31.40,261
674.48771,31.40,224
674.49674,31.40,58
674.50577,31.40,146
674.51479,31.40,40
675.35456,31.40,170
675.36359,31.40,1132
675.37263,31.40,2608
675.38166,31.40,3149
675.39069,31.40,2925
675.39972,31.40,2347
675.40876,31.40,2254
675.41779,31.40,1658
675.42682,31.40,1015
675.43586,31.40,746
675.44489,31.40,586
675.45392,31.40,427
675.46296,31.40,303
675.47199,31.40,224
675.48102,31.40,164
675.51716,31.40,10
677.42460,31.40,108
677.43364,31.40,713
677.44269,31.40,689
677.45174,31.40,386
677.46078,31.40,119
677.46983,31.40,187
677.47888,31.40,26
677.48792,31.40,0
677.49697,31.40,7
677.50602,31.40,19
679.47062,31.40,284
696.33505,31.40,256
696.34423,31.40,285
696.35340,31.40,190
696.36257,31.40,230
696.37174,31.40,195
696.38091,31.40,104
696.39009,31.40,118
696.39926,31.40,117
696.40843,31.40,20
696.41760,31.40,0
696.42677,31.40,8
718.31633,31.40,99
718.32565,31.40,154
718.33497,31.40,97
718.34428,31.40,74
718.35360,31.40,95
718.36291,31.40,123
718.37223,31.40,72
718.38154,31.40,44
997.53870,31.40,61
997.54968,31.40,60
997.56066,31.40,49
997.57164,31.40,27
997.58261,31.40,48
999.53763,31.40,80
999.54862,31.40,95
1013.49764,31.40,183
103.13931,31.44,46
103.14990,31.44,17
139.00875,31.44,400
139.01285,31.44,436
156.03550,31.44,731
156.03984,31.44,868
156.04419,31.44,249
156.04853,31.44,138
156.05287,31.44,72
156.05721,31.44,33
156.06155,31.44,74
156.06590,31.44,30
156.10063,31.44,1
175.10652,31.44,154
175.11111,31.44,3572
175.11571,31.44,5443
175.12031,31.44,6529
175.12491,31.44,4397
175.12951,31.44,2919
175.13411,31.44,2244
175.13871,31.44,1429
175.14331,31.44,1470
175.14791,31.44,1105
175.15251,31.44,903
175.15711,31.44,308
175.16171,31.44,456
175.16631,31.44,163
175.17091,31.44,148
175.17551,31.44,120
175.18011,31.44,89
175.18471,31.44,71
175.18931,31.44,56
176.11982,31.44,5
176.12444,31.44,0
176.12905,31.44,7
176.13366,31.44,9
176.13828,31.44,5
192.03616,31.44,23
192.04098,31.44,90
192.04580,31.44,38
210.05406,31.44,7
229.14276,31.44,1636
229.14802,31.44,2070
229.15328,31.44,1450
229.15855,31.44,1000
229.16381,31.44,831
229.16907,31.44,897
229.17433,31.44,619
229.17959,31.44,460
229.18485,31.44,270
229.19012,31.44,148
229.19538,31.44,123
229.20064,31.44,96
229.20590,31.44,66
229.21116,31.44,15
229.21643,31.44,19
229.22169,31.44,10
235.04668,31.44,216
235.05201,31.44,1518
235.05734,31.44,1020
235.06267,31.44,812
235.06800,31.44,666
235.07333,31.44,437
235.07866,31.44,224
235.08399,31.44,156
244.14926,31.44,93
244.15469,31.44,60
244.16012,31.44,419
244.16555,31.44,296
244.17098,31.44,228
244.17642,31.44,150
244.18185,31.44,98
244.18728,31.44,0
244.19271,31.44,56
325.26678,31.44,96
325.27305,31.44,660
325.27932,31.44,623
325.28559,31.44,496
325.29185,31.44,441
325.29812,31.44,320
325.30439,31.44,111
325.31693,31.44,49
325.34828,31.44,34
326.27679,31.44,71
339.28045,31.44,52
339.28685,31.44,9
340.06836,31.44,85
340.07477,31.44,55
340.08118,31.44,43
340.08759,31.44,24
340.10682,31.44,7
371.22854,31.44,61
371.23523,31.44,120
371.24193,31.44,144
371.24863,31.44,128
371.25532,31.44,84
371.26202,31.44,60
402.35188,31.44,39
402.35885,31.44,83
402.36582,31.44,104
402.37279,31.44,82
402.37976,31.44,68
440.24572,31.44,146
466.29041,31.44,838
466.29791,31.44,832
466.30542,31.44,461
466.31293,31.44,146
466.32043,31.44,97
466.32794,31.44,111
466.33544,31.44,74
466.34295,31.44,39
466.35045,31.44,29
504.24445,31.44,32
504.25225,31.44,130
504.26006,31.44,133
504.26786,31.44,67
504.27567,31.44,49
504.29128,31.44,42
504.29908,31.44,35
504.30689,31.44,0
504.31469,31.44,16
510.24854,31.44,365
510.25639,31.44,305
510.26424,31.44,359
510.27209,31.44,262
510.27994,31.44,185
510.28779,31.44,96
510.29564,31.44,82
510.30350,31.44,26
510.31135,31.44,38
526.23116,31.44,1086
526.23913,31.44,946
526.24710,31.44,805
526.25508,31.44,565
526.26305,31.44,425
526.27102,31.44,291
526.27900,31.44,247
526.30292,31.44,80
538.28309,31.44,78
538.29116,31.44,82
538.29922,31.44,62
538.30729,31.44,53
538.31535,31.44,47
538.32342,31.44,25
542.20123,31.44,105
542.20932,31.44,15
546.31229,31.44,96
546.32041,31.44,239
546.32853,31.44,250
546.33666,31.44,205
546.34478,31.44,141
546.35291,31.44,102
546.36103,31.44,39
546.36915,31.44,24
548.29632,31.44,136
548.30445,31.44,108
548.32887,31.44,116
548.33701,31.44,92
620.30592,31.44,82
620.31457,31.44,7
620.34920,31.44,2
620.35786,31.44,5
631.53193,31.44,852
631.54066,31.44,1366
631.54939,31.44,1034
631.55813,31.44,1065
631.56686,31.44,641
631.57560,31.44,471
631.58433,31.44,194
631.59307,31.44,141
631.60180,31.44,0
631.61054,31.44,51
649.41416,31.44,286
649.42301,31.44,1341
649.43187,31.44,3221
649.44073,31.44,3983
649.44959,31.44,3877
649.45844,31.44,3149
649.46730,31.44,2284
649.47616,31.44,1653
649.48502,31.44,1096
649.49388,31.44,739
649.50273,31.44,529
649.51159,31.44,407
649.52045,31.44,243
649.52931,31.44,194
649.53817,31.44,181
649.54702,31.44,91
649.55588,31.44,0
649.56474,31.44,7
650.42429,31.44,79
650.43316,31.44,126
650.44202,31.44,302
650.45088,31.44,299
650.45975,31.44,357
650.46861,31.44,65
650.47748,31.44,56
650.48634,31.44,46
650.49521,31.44,36
652.40252,31.44,6
674.36134,31.44,2780
674.37037,31.44,4382
674.37940,31.44,5478
674.38842,31.44,5644
674.39745,31.44,4904
674.40648,31.44,3885
674.41550,31.44,2832
674.42453,31.44,2123
674.43355,31.44,1316
674.44258,31.44,919
674.45161,31.44,672
674.46063,31.44,510
674.46966,31.44,353
674.47869,31.44,263
674.48771,31.44,223
674.49674,31.44,44
674.50577,31.44,155
674.51479,31.44,46
675.36359,31.44,1095
675.37263,31.44,2760
675.38166,31.44,3064
675.39069,31.44,2859
675.39972,31.44,2515
675.40876,31.44,2293
675.41779,31.44,1667
675.42682,31.44,1027
675.43586,31.44,749
675.44489,31.44,607
675.45392,31.44,457
675.46296,31.44,327
675.47199,31.44,188
675.48102,31.44,141
675.49006,31.44,29
675.51716,31.44,10
677.43364,31.44,397
677.44269,31.44,547
677.45174,31.44,333
677.46078,31.44,245
677.46983,31.44,128
677.47888,31.44,90
677.48792,31.44,32
677.50602,31.44,22
679.43438,31.44,214
679.44344,31.44,300
679.45250,31.44,282
679.46156,31.44,215
679.47062,31.44,514
679.47968,31.44,116
679.48874,31.44,84
679.49780,31.44,58
679.50686,31.44,28
679.51592,31.44,17
696.35340,31.44,47
696.36257,31.44,91
696.37174,31.44,87
696.38091,31.44,157
696.39009,31.44,116
696.39926,31.44,90
696.40843,31.44,41
997.53870,31.44,9
997.54968,31.44,63
997.56066,31.44,6
103.13931,31.48,46
103.14990,31.48,17
139.00875,31.48,400
139.01285,31.48,436
156.03550,31.48,680
156.03984,31.48,703
156.04419,31.48,149
156.04853,31.48,80
156.05287,31.48,39
156.05721,31.48,16
156.06155,31.48,23
156.06590,31.48,7
156.10063,31.48,1
175.10652,31.48,154
175.11111,31.48,4171
175.11571,31.48,5963
175.12031,31.48,6290
175.12491,31.48,4820
175.12951,31.48,2825
175.13411,31.48,1949
175.13871,31.48,1393
175.14331,31.48,1339
175.14791,31.48,1240
175.15251,31.48,962
175.15711,31.48,295
175.16171,31.48,515
175.16631,31.48,148
175.17091,31.48,179
175.17551,31.48,154
175.18011,31.48,106
175.18471,31.48,76
175.18931,31.48,53
175.19391,31.48,0
175.19851,31.48,1
176.12905,31.48,1
176.13366,31.48,3
192.03616,31.48,38
192.04098,31.48,116
192.04580,31.48,47
210.05406,31.48,7
229.14276,31.48,1327
229.14802,31.48,2493
229.15328,31.48,1617
229.15855,31.48,1013
229.16381,31.48,689
229.16907,31.48,791
229.17433,31.48,596
229.17959,31.48,450
229.18485,31.48,238
229.19012,31.48,143
229.19538,31.48,124
229.20064,31.48,101
229.20590,31.48,54
229.21116,31.48,27
229.21643,31.48,19
229.22169,31.48,10
235.04668,31.48,48
235.05201,31.48,1003
235.05734,31.48,1250
235.06267,31.48,989
235.06800,31.48,810
235.07333,31.48,437
235.07866,31.48,224
235.08399,31.48,211
244.14926,31.48,93
244.15469,31.48,405
244.16012,31.48,879
244.16555,31.48,697
244.17098,31.48,539
244.17642,31.48,358
244.18185,31.48,206
244.18728,31.48,76
244.19271,31.48,137
325.26051,31.48,125
325.26678,31.48,96
325.27305,31.48,1253
325.27932,31.48,963
325.28559,31.48,547
325.29185,31.48,600
325.29812,31.48,427
325.30439,31.48,111
325.31066,31.48,45
325.31693,31.48,27
325.34828,31.48,77
326.27679,31.48,71
339.28045,31.48,52
339.28685,31.48,9
340.06836,31.48,21
340.07477,31.48,55
340.08118,31.48,43
340.08759,31.48,24
340.10682,31.48,7
371.22854,31.48,61
371.23523,31.48,120
371.24193,31.48,144
371.24863,31.48,128
371.25532,31.48,84
371.26202,31.48,60
402.35188,31.48,39
402.35885,31.48,83
402.36582,31.48,104
402.37279,31.48,82
402.37976,31.48,68
440.24572,31.48,268
466.29041,31.48,416
466.29791,31.48,413
466.30542,31.48,287
466.31293,31.48,146
466.32043,31.48,97
466.32794,31.48,111
466.33544,31.48,74
504.24445,31.48,32
504.25225,31.48,130
504.26006,31.48,133
504.26786,31.48,67
504.27567,31.48,49
504.29128,31.48,42
504.29908,31.48,35
504.30689,31.48,0
504.31469,31.48,16
510.24854,31.48,703
510.25639,31.48,626
510.26424,31.48,693
510.27209,31.48,517
510.27994,31.48,185
510.28779,31.48,180
510.29564,31.48,82
510.30350,31.48,26
510.31135,31.48,38
526.23116,31.48,683
526.23913,31.48,575
526.24710,31.48,499
526.25508,31.48,339
526.26305,31.48,245
526.27102,31.48,156
526.27900,31.48,145
526.30292,31.48,35
538.28309,31.48,78
538.29116,31.48,82
538.29922,31.48,62
538.30729,31.48,53
538.31535,31.48,47
538.32342,31.48,25
542.20123,31.48,62
546.31229,31.48,96
546.32041,31.48,239
546.32853,31.48,250
546.33666,31.48,205
546.34478,31.48,141
546.35291,31.48,102
546.36103,31.48,39
546.36915,31.48,24
548.29632,31.48,136
548.30445,31.48,108
548.32887,31.48,116
548.33701,31.48,92
620.30592,31.48,27
631.53193,31.48,852
631.54066,31.48,900
631.54939,31.48,823
631.55813,31.48,736
631.56686,31.48,397
631.57560,31.48,305
631.58433,31.48,194
631.59307,31.48,141
631.60180,31.48,0
631.61054,31.48,51
649.41416,31.48,417
649.42301,31.48,1607
649.43187,31.48,3188
649.44073,31.48,4400
649.44959,31.48,4363
649.45844,31.48,3549
649.46730,31.48,2612
649.47616,31.48,1692
649.48502,31.48,1108
649.49388,31.48,727
649.50273,31.48,452
649.51159,31.48,318
649.52045,31.48,188
649.52931,31.48,95
649.53817,31.48,97
649.54702,31.48,40
649.55588,31.48,0
649.56474,31.48,7
650.42429,31.48,79
650.43316,31.48,126
650.44202,31.48,211
650.45088,31.48,203
650.45975,31.48,279
650.46861,31.48,65
650.47748,31.48,56
650.48634,31.48,46
650.49521,31.48,36
652.40252,31.48,6
674.36134,31.48,2260
674.37037,31.48,4093
674.37940,31.48,5186
674.38842,31.48,5287
674.39745,31.48,4673
674.40648,31.48,3770
674.41550,31.48,2738
674.42453,31.48,1997
674.43355,31.48,1317
674.44258,31.48,913
674.45161,31.48,686
674.46063,31.48,517
674.46966,31.48,350
674.47869,31.48,256
674.48771,31.48,224
674.49674,31.48,56
674.50577,31.48,113
674.51479,31.48,60
675.36359,31.48,712
675.37263,31.48,2452
675.38166,31.48,2777
675.39069,31.48,2575
675.39972,31.48,2400
675.40876,31.48,2226
675.41779,31.48,1605
675.42682,31.48,1095
675.43586,31.48,798
675.44489,31.48,407
675.45392,31.48,416
675.46296,31.48,224
675.47199,31.48,174
675.48102,31.48,92
675.49006,31.48,29
675.51716,31.48,10
677.43364,31.48,266
677.44269,31.48,420
677.45174,31.48,243
677.46078,31.48,179
677.46983,31.48,128
677.47888,31.48,90
677.48792,31.48,32
677.50602,31.48,22
679.43438,31.48,472
679.44344,31.48,654
679.45250,31.48,637
679.46156,31.48,500
679.47062,31.48,660
679.47968,31.48,287
679.48874,31.48,212
679.49780,31.48,145
679.50686,31.48,91
679.51592,31.48,56
696.35340,31.48,47
696.36257,31.48,46
696.37174,31.48,54
696.38091,31.48,129
696.39009,31.48,89
696.39926,31.48,61
696.40843,31.48,41
997.53870,31.48,9
997.54968,31.48,120
997.56066,31.48,19
103.13931,31.52,46
103.14990,31.52,17
139.00875,31.52,400
139.01285,31.52,436
156.03550,31.52,561
156.03984,31.52,481
156.04419,31.52,135
156.04853,31.52,44
156.05287,31.52,21
156.05721,31.52,13
156.06155,31.52,13
156.06590,31.52,7
156.10063,31.52,1
175.10652,31.52,154
175.11111,31.52,4783
175.11571,31.52,5309
175.12031,31.52,5355
175.12491,31.52,4549
175.12951,31.52,2626
175.13411,31.52,1688
175.13871,31.52,1112
175.14331,31.52,1000
175.14791,31.52,962
175.15251,31.52,722
175.15711,31.52,286
175.16171,31.52,430
175.16631,31.52,163
175.17091,31.52,192
175.17551,31.52,144
175.18011,31.52,86
175.18471,31.52,76
175.18931,31.52,43
175.19391,31.52,0
175.19851,31.52,5
192.03616,31.52,63
192.04098,31.52,26
192.04580,31.52,9
210.05406,31.52,7
229.14276,31.52,731
229.14802,31.52,2210
229.15328,31.52,1390
229.15855,31.52,720
229.16381,31.52,287
229.16907,31.52,462
229.17433,31.52,369
229.17959,31.52,282
229.18485,31.52,152
229.19012,31.52,91
229.19538,31.52,86
229.20064,31.52,69
229.20590,31.52,27
229.21116,31.52,34
229.21643,31.52,19
229.22169,31.52,10
235.05201,31.52,483
235.05734,31.52,808
235.06267,31.52,642
235.06800,31.52,522
235.07333,31.52,210
235.07866,31.52,90
235.08399,31.52,148
244.14926,31.52,93
244.15469,31.52,890
244.16012,31.52,1397
244.16555,31.52,1167
244.17098,31.52,906
244.17642,31.52,616
244.18185,31.52,386
244.18728,31.52,208
244.19271,31.52,242
325.26051,31.52,223
325.26678,31.52,96
325.27305,31.52,1238
325.27932,31.52,963
325.28559,31.52,491
325.29185,31.52,549
325.29812,31.52,390
325.30439,31.52,111
325.31066,31.52,45
325.31693,31.52,11
325.34828,31.52,77
326.27679,31.52,71
339.28045,31.52,52
339.28685,31.52,9
340.06836,31.52,21
340.07477,31.52,55
340.08118,31.52,43
340.08759,31.52,24
340.10682,31.52,7
371.22854,31.52,61
371.23523,31.52,120
371.24193,31.52,144
371.24863,31.52,128
371.25532,31.52,84
371.26202,31.52,60
402.35188,31.52,39
402.35885,31.52,83
402.36582,31.52,104
402.37279,31.52,158
402.37976,31.52,68
440.24572,31.52,268
466.29041,31.52,106
466.29791,31.52,91
466.30542,31.52,56
466.31293,31.52,45
466.32043,31.52,29
466.32794,31.52,51
466.33544,31.52,34
504.25225,31.52,72
504.26006,31.52,68
504.26786,31.52,33
504.27567,31.52,26
504.31469,31.52,16
510.24854,31.52,1204
510.25639,31.52,1154
510.26424,31.52,1170
510.27209,31.52,969
510.27994,31.52,460
510.28779,31.52,325
510.29564,31.52,82
510.30350,31.52,26
510.31135,31.52,38
526.23116,31.52,332
526.23913,31.52,274
526.24710,31.52,242
526.25508,31.52,162
526.26305,31.52,112
526.27102,31.52,69
526.27900,31.52,67
538.28309,31.52,78
538.29116,31.52,82
538.29922,31.52,62
538.30729,31.52,53
538.31535,31.52,47
538.32342,31.52,25
542.20123,31.52,16
546.31229,31.52,96
546.32041,31.52,239
546.32853,31.52,250
546.33666,31.52,205
546.34478,31.52,141
546.35291,31.52,102
546.36103,31.52,39
546.36915,31.52,24
548.29632,31.52,136
548.30445,31.52,108
548.32887,31.52,116
548.33701,31.52,92
631.53193,31.52,404
631.54066,31.52,433
631.54939,31.52,447
631.55813,31.52,344
631.56686,31.52,182
631.57560,31.52,162
631.58433,31.52,91
631.59307,31.52,65
631.60180,31.52,0
631.61054,31.52,23
649.41416,31.52,559
649.42301,31.52,1849
649.43187,31.52,3285
649.44073,31.52,4557
649.44959,31.52,4483
649.45844,31.52,3665
649.46730,31.52,2708
649.47616,31.52,1781
649.48502,31.52,1164
649.49388,31.52,775
649.50273,31.52,375
649.51159,31.52,259
649.52045,31.52,171
649.52931,31.52,44
649.53817,31.52,53
649.54702,31.52,22
649.55588,31.52,0
649.56474,31.52,7
650.42429,31.52,79
650.43316,31.52,126
650.44202,31.52,113
650.45088,31.52,105
650.45975,31.52,194
650.46861,31.52,65
650.47748,31.52,56
650.48634,31.52,46
650.49521,31.52,36
652.40252,31.52,6
674.36134,31.52,1732
674.37037,31.52,3678
674.37940,31.52,5015
674.38842,31.52,4860
674.39745,31.52,4212
674.40648,31.52,3393
674.41550,31.52,2495
674.42453,31.52,1787
674.43355,31.52,1208
674.44258,31.52,839
674.45161,31.52,619
674.46063,31.52,449
674.46966,31.52,296
674.47869,31.52,224
674.48771,31.52,196
674.49674,31.52,76
674.50577,31.52,65
674.51479,31.52,52
675.36359,31.52,343
675.37263,31.52,2053
675.38166,31.52,2423
675.39069,31.52,2293
675.39972,31.52,2199
675.40876,31.52,2079
675.41779,31.52,1496
675.42682,31.52,1016
675.43586,31.52,757
675.44489,31.52,377
675.45392,31.52,349
675.46296,31.52,114
675.47199,31.52,161
675.48102,31.52,45
675.49006,31.52,29
677.43364,31.52,132
677.44269,31.52,368
677.45174,31.52,243
677.46078,31.52,179
677.46983,31.52,128
677.47888,31.52,90
677.48792,31.52,32
677.50602,31.52,22
679.43438,31.52,472
679.44344,31.52,1050
679.45250,31.52,1059
679.46156,31.52,856
679.47062,31.52,872
679.47968,31.52,530
679.48874,31.52,398
679.49780,31.52,273
679.50686,31.52,180
679.51592,31.52,97
696.38091,31.52,129
696.39009,31.52,89
696.39926,31.52,61
696.40843,31.52,41
997.53870,31.52,89
997.54968,31.52,192
997.56066,31.52,61
103.11813,31.56,160
103.12166,31.56,152
103.12519,31.56,112
103.12872,31.56,0
