Data file,W:\Sampler Research\Paired Analysis\Demultiplexed\Tune Mix Folder 2\87 2046 - Mitra.d.DeMP.d
Frame range,168,785
Frame time range,3.037,14.058,minutes
Drift units,Drift Time (ms)
Mass units,Mass-To-Charge (m/z)
Mass,Drift,Abundance
551.00824,32.69,231
555.01664,32.69,10934
557.02083,32.69,399
559.02503,32.69,828
561.02922,32.69,219
563.03342,32.69,309
565.03762,32.69,801
567.04181,32.69,658
569.04601,32.69,547
571.05020,32.69,13010
573.05440,32.69,1171
575.05859,32.69,272
579.06699,32.69,3123
581.07118,32.69,327
585.07957,32.69,977
587.08377,32.69,54
589.08796,32.69,244
591.09216,32.69,3128
593.09636,32.69,789
595.10055,32.69,124
597.10475,32.69,270
599.10894,32.69,76075
601.11314,32.69,21735
603.11733,32.69,983
605.12153,32.69,436
607.12573,32.69,232
609.12992,32.69,1046
615.14251,32.69,1644
617.14671,32.69,1232
619.15090,32.69,1442
621.15510,32.69,318
623.15929,32.69,117
625.16349,32.69,661
627.16768,32.69,185
629.17188,32.69,687
635.18447,32.69,170
637.18866,32.69,267
643.20125,32.69,26
649.21384,32.69,155
687.29356,32.69,54
689.29775,32.69,31
116.09776,32.86,28
140.14811,32.86,394
198.26979,32.86,29
216.30755,32.86,29
218.31175,32.86,24
254.38727,32.86,70
278.43762,32.86,152
280.44182,32.86,273
282.44601,32.86,62
296.47538,32.86,167
310.50475,32.86,106
366.62223,32.86,158
368.62643,32.86,222
444.78587,32.86,29
472.84461,32.86,1326
474.84881,32.86,327
490.88237,32.86,393
492.88657,32.86,64
504.91174,32.86,36
506.91594,32.86,27
508.92013,32.86,188
512.92853,32.86,143
516.93692,32.86,2085
518.94111,32.86,477
520.94531,32.86,1182
522.94950,32.86,101
532.97048,32.86,29168
534.97468,32.86,8567
536.97887,32.86,34103
538.98307,32.86,28451
540.98727,32.86,7536
544.99566,32.86,902
546.99985,32.86,179
549.00405,32.86,115
551.00824,32.86,431
553.01244,32.86,28
555.01664,32.86,8379
557.02083,32.86,285
559.02503,32.86,1337
561.02922,32.86,637
563.03342,32.86,517
565.03762,32.86,1355
567.04181,32.86,1213
569.04601,32.86,329
571.05020,32.86,7898
573.05440,32.86,1810
575.05859,32.86,1053
577.06279,32.86,176
579.06699,32.86,3685
581.07118,32.86,1704
585.07957,32.86,1263
587.08377,32.86,194
589.08796,32.86,370
591.09216,32.86,6696
593.09636,32.86,1963
595.10055,32.86,529
597.10475,32.86,109
599.10894,32.86,40937
601.11314,32.86,11381
603.11733,32.86,1683
605.12153,32.86,350
607.12573,32.86,597
609.12992,32.86,1520
615.14251,32.86,2218
617.14671,32.86,1896
619.15090,32.86,480
621.15510,32.86,112
623.15929,32.86,142
625.16349,32.86,680
627.16768,32.86,97
629.17188,32.86,867
635.18447,32.86,56
637.18866,32.86,196
641.19705,32.86,286
643.20125,32.86,80
649.21384,32.86,84
687.29356,32.86,289
689.29775,32.86,290
1088.13271,32.86,23
116.09776,33.02,28
140.14811,33.02,370
198.26979,33.02,75
216.30755,33.02,29
218.31175,33.02,22
254.38727,33.02,58
278.43762,33.02,86
280.44182,33.02,347
282.44601,33.02,26
296.47538,33.02,168
310.50475,33.02,26
338.56349,33.02,39
366.62223,33.02,82
368.62643,33.02,25
472.84461,33.02,998
474.84881,33.02,291
478.85720,33.02,87
490.88237,33.02,45
506.91594,33.02,33
516.93692,33.02,1799
518.94111,33.02,248
520.94531,33.02,223
522.94950,33.02,27
532.97048,33.02,21800
534.97468,33.02,6522
536.97887,33.02,15029
538.98307,33.02,32282
540.98727,33.02,9000
544.99566,33.02,174
546.99985,33.02,25
549.00405,33.02,252
551.00824,33.02,388
555.01664,33.02,2138
557.02083,33.02,22
559.02503,33.02,1420
561.02922,33.02,710
563.03342,33.02,580
565.03762,33.02,1642
567.04181,33.02,1522
569.04601,33.02,479
571.05020,33.02,1267
573.05440,33.02,2048
575.05859,33.02,1331
577.06279,33.02,256
579.06699,33.02,2481
581.07118,33.02,2330
583.07538,33.02,25
585.07957,33.02,1596
587.08377,33.02,316
589.08796,33.02,510
591.09216,33.02,8013
593.09636,33.02,4098
595.10055,33.02,1228
597.10475,33.02,94
599.10894,33.02,4770
601.11314,33.02,1099
603.11733,33.02,1990
605.12153,33.02,120
607.12573,33.02,596
609.12992,33.02,1388
611.13412,33.02,48
615.14251,33.02,2026
617.14671,33.02,1735
623.15929,33.02,274
625.16349,33.02,403
627.16768,33.02,21
629.17188,33.02,648
639.19286,33.02,22
641.19705,33.02,466
687.29356,33.02,351
689.29775,33.02,432
693.30614,33.02,21
695.31034,33.02,95
140.14811,33.19,344
198.26979,33.19,84
216.30755,33.19,29
218.31175,33.19,22
254.38727,33.19,85
278.43762,33.19,73
280.44182,33.19,314
296.47538,33.19,111
338.56349,33.19,39
472.84461,33.19,1084
474.84881,33.19,253
478.85720,33.19,117
506.91594,33.19,33
516.93692,33.19,1310
518.94111,33.19,239
520.94531,33.19,96
522.94950,33.19,24
532.97048,33.19,13318
534.97468,33.19,4154
536.97887,33.19,7210
538.98307,33.19,32501
540.98727,33.19,9177
542.99146,33.19,23
544.99566,33.19,74
546.99985,33.19,32
549.00405,33.19,339
551.00824,33.19,281
555.01664,33.19,587
559.02503,33.19,1281
561.02922,33.19,817
563.03342,33.19,804
565.03762,33.19,1830
567.04181,33.19,1634
569.04601,33.19,468
571.05020,33.19,292
573.05440,33.19,2405
575.05859,33.19,1531
577.06279,33.19,304
579.06699,33.19,1323
581.07118,33.19,2651
583.07538,33.19,112
585.07957,33.19,1950
587.08377,33.19,441
589.08796,33.19,641
591.09216,33.19,8765
593.09636,33.19,7947
595.10055,33.19,2210
597.10475,33.19,45
599.10894,33.19,786
601.11314,33.19,140
603.11733,33.19,1947
605.12153,33.19,42
607.12573,33.19,476
609.12992,33.19,1061
611.13412,33.19,21
613.13831,33.19,34
615.14251,33.19,1538
617.14671,33.19,1336
623.15929,33.19,398
625.16349,33.19,215
629.17188,33.19,374
633.18027,33.19,43
637.18866,33.19,107
639.19286,33.19,21
641.19705,33.19,545
655.22642,33.19,78
687.29356,33.19,362
689.29775,33.19,411
693.30614,33.19,80
695.31034,33.19,135
116.09776,33.36,49
140.14811,33.36,166
198.26979,33.36,84
254.38727,33.36,85
278.43762,33.36,189
280.44182,33.36,345
296.47538,33.36,258
310.50475,33.36,35
324.53412,33.36,35
328.54251,33.36,151
338.56349,33.36,39
366.62223,33.36,294
368.62643,33.36,131
472.84461,33.36,1117
474.84881,33.36,224
478.85720,33.36,62
516.93692,33.36,1074
518.94111,33.36,290
520.94531,33.36,56
522.94950,33.36,84
532.97048,33.36,6468
534.97468,33.36,2038
536.97887,33.36,2716
538.98307,33.36,28604
540.98727,33.36,7884
542.99146,33.36,128
549.00405,33.36,374
551.00824,33.36,106
555.01664,33.36,139
559.02503,33.36,1112
561.02922,33.36,1193
563.03342,33.36,1271
565.03762,33.36,1905
567.04181,33.36,1670
569.04601,33.36,345
571.05020,33.36,27
573.05440,33.36,3717
575.05859,33.36,1532
577.06279,33.36,283
579.06699,33.36,451
581.07118,33.36,4493
583.07538,33.36,1064
585.07957,33.36,1917
587.08377,33.36,429
589.08796,33.36,930
591.09216,33.36,10612
593.09636,33.36,19384
595.10055,33.36,6134
597.10475,33.36,55
599.10894,33.36,83
603.11733,33.36,1442
605.12153,33.36,117
607.12573,33.36,278
609.12992,33.36,592
613.13831,33.36,59
615.14251,33.36,1706
617.14671,33.36,843
623.15929,33.36,805
625.16349,33.36,63
629.17188,33.36,176
633.18027,33.36,116
635.18447,33.36,97
637.18866,33.36,373
639.19286,33.36,107
641.19705,33.36,459
653.22223,33.36,79
655.22642,33.36,311
657.23062,33.36,50
677.27258,33.36,54
687.29356,33.36,313
689.29775,33.36,256
693.30614,33.36,73
695.31034,33.36,173
116.09776,33.52,49
140.14811,33.52,299
206.28657,33.52,22
278.43762,33.52,161
280.44182,33.52,332
296.47538,33.52,280
310.50475,33.52,52
324.53412,33.52,114
328.54251,33.52,283
366.62223,33.52,380
368.62643,33.52,131
472.84461,33.52,614
474.84881,33.52,109
478.85720,33.52,25
516.93692,33.52,820
518.94111,33.52,203
532.97048,33.52,650
534.97468,33.52,164
536.97887,33.52,368
538.98307,33.52,14334
540.98727,33.52,4000
542.99146,33.52,21
549.00405,33.52,99
555.01664,33.52,217
559.02503,33.52,788
561.02922,33.52,1077
563.03342,33.52,1224
565.03762,33.52,1460
567.04181,33.52,1231
569.04601,33.52,150
571.05020,33.52,55
573.05440,33.52,4546
575.05859,33.52,1429
577.06279,33.52,202
581.07118,33.52,7690
583.07538,33.52,2353
585.07957,33.52,1531
587.08377,33.52,108
589.08796,33.52,1004
591.09216,33.52,12002
593.09636,33.52,24916
595.10055,33.52,8217
597.10475,33.52,206
599.10894,33.52,62
603.11733,33.52,842
605.12153,33.52,117
607.12573,33.52,22
609.12992,33.52,71
613.13831,33.52,161
615.14251,33.52,1471
617.14671,33.52,685
621.15510,33.52,66
623.15929,33.52,1042
631.17608,33.52,118
633.18027,33.52,111
635.18447,33.52,305
637.18866,33.52,653
639.19286,33.52,110
641.19705,33.52,161
645.20545,33.52,54
653.22223,33.52,143
655.22642,33.52,393
657.23062,33.52,117
663.24321,33.52,21
675.26838,33.52,54
677.27258,33.52,21
683.28517,33.52,21
687.29356,33.52,106
689.29775,33.52,30
695.31034,33.52,121
140.14811,33.69,261
206.28657,33.69,22
278.43762,33.69,85
280.44182,33.69,229
296.47538,33.69,148
310.50475,33.69,196
324.53412,33.69,145
328.54251,33.69,358
366.62223,33.69,353
368.62643,33.69,95
472.84461,33.69,473
474.84881,33.69,53
478.85720,33.69,25
516.93692,33.69,521
518.94111,33.69,105
532.97048,33.69,73
536.97887,33.69,104
538.98307,33.69,7836
540.98727,33.69,2377
555.01664,33.69,216
559.02503,33.69,457
561.02922,33.69,794
563.03342,33.69,1134
565.03762,33.69,1103
567.04181,33.69,993
569.04601,33.69,58
571.05020,33.69,78
573.05440,33.69,4923
575.05859,33.69,1706
577.06279,33.69,223
581.07118,33.69,10648
583.07538,33.69,3607
585.07957,33.69,1286
587.08377,33.69,138
589.08796,33.69,893
591.09216,33.69,13564
593.09636,33.69,27890
595.10055,33.69,9326
597.10475,33.69,313
599.10894,33.69,64
603.11733,33.69,582
605.12153,33.69,381
607.12573,33.69,53
613.13831,33.69,368
615.14251,33.69,1168
617.14671,33.69,446
621.15510,33.69,66
623.15929,33.69,1234
627.16768,33.69,50
631.17608,33.69,1570
633.18027,33.69,902
635.18447,33.69,299
637.18866,33.69,1021
639.19286,33.69,92
643.20125,33.69,56
645.20545,33.69,81
649.21384,33.69,71
651.21803,33.69,26
653.22223,33.69,124
655.22642,33.69,391
657.23062,33.69,139
675.26838,33.69,675
677.27258,33.69,109
683.28517,33.69,22
687.29356,33.69,45
695.31034,33.69,109
697.31454,33.69,301
737.39845,33.69,23
797.52432,33.69,74
61.98448,33.86,65
116.09776,33.86,36
140.14811,33.86,361
264.40825,33.86,185
278.43762,33.86,124
280.44182,33.86,100
294.47119,33.86,56
296.47538,33.86,203
310.50475,33.86,307
324.53412,33.86,112
328.54251,33.86,509
338.56349,33.86,23
366.62223,33.86,101
472.84461,33.86,425
474.84881,33.86,26
480.86139,33.86,23
516.93692,33.86,243
538.98307,33.86,3532
540.98727,33.86,1186
555.01664,33.86,195
559.02503,33.86,304
561.02922,33.86,577
563.03342,33.86,837
565.03762,33.86,640
567.04181,33.86,1001
569.04601,33.86,50
573.05440,33.86,4502
575.05859,33.86,1650
577.06279,33.86,194
581.07118,33.86,11903
583.07538,33.86,3987
585.07957,33.86,5365
587.08377,33.86,1608
589.08796,33.86,858
591.09216,33.86,14352
593.09636,33.86,27350
595.10055,33.86,9195
597.10475,33.86,382
599.10894,33.86,77
603.11733,33.86,261
605.12153,33.86,3489
607.12573,33.86,1109
611.13412,33.86,21
613.13831,33.86,1433
615.14251,33.86,777
617.14671,33.86,231
623.15929,33.86,1313
625.16349,33.86,26
627.16768,33.86,88
629.17188,33.86,348
631.17608,33.86,15932
633.18027,33.86,10705
635.18447,33.86,1191
637.18866,33.86,1376
639.19286,33.86,73
643.20125,33.86,149
645.20545,33.86,3182
647.20964,33.86,1150
649.21384,33.86,173
651.21803,33.86,248
653.22223,33.86,637
655.22642,33.86,313
657.23062,33.86,171
665.24740,33.86,212
667.25160,33.86,228
673.26419,33.86,30
675.26838,33.86,4784
677.27258,33.86,1217
695.31034,33.86,137
697.31454,33.86,1334
699.31873,33.86,276
701.32293,33.86,230
709.33971,33.86,21
727.37747,33.86,69
797.52432,33.86,315
61.98448,34.02,65
116.09776,34.02,21
140.14811,34.02,466
264.40825,34.02,185
278.43762,34.02,99
280.44182,34.02,39
294.47119,34.02,69
296.47538,34.02,120
310.50475,34.02,296
324.53412,34.02,39
328.54251,34.02,311
338.56349,34.02,23
472.84461,34.02,143
474.84881,34.02,53
480.86139,34.02,23
538.98307,34.02,388
540.98727,34.02,121
555.01664,34.02,46
559.02503,34.02,67
561.02922,34.02,255
563.03342,34.02,143
565.03762,34.02,153
567.04181,34.02,675
569.04601,34.02,43
573.05440,34.02,2017
575.05859,34.02,561
577.06279,34.02,31
581.07118,34.02,7833
583.07538,34.02,2620
585.07957,34.02,9429
587.08377,34.02,3111
589.08796,34.02,510
591.09216,34.02,11915
593.09636,34.02,19676
595.10055,34.02,6502
597.10475,34.02,298
605.12153,34.02,6105
607.12573,34.02,2053
609.12992,34.02,83
611.13412,34.02,37
613.13831,34.02,2095
615.14251,34.02,595
617.14671,34.02,113
623.15929,34.02,777
625.16349,34.02,61
627.16768,34.02,22
629.17188,34.02,833
631.17608,34.02,29164
633.18027,34.02,20102
635.18447,34.02,2131
637.18866,34.02,1234
639.19286,34.02,23
643.20125,34.02,581
645.20545,34.02,14470
647.20964,34.02,5400
649.21384,34.02,813
651.21803,34.02,330
653.22223,34.02,1910
655.22642,34.02,535
665.24740,34.02,525
667.25160,34.02,401
669.25580,34.02,100
671.25999,34.02,47
673.26419,34.02,91
675.26838,34.02,8145
677.27258,34.02,2362
695.31034,34.02,95
697.31454,34.02,1684
699.31873,34.02,328
701.32293,34.02,531
703.32712,34.02,21
727.37747,34.02,295
797.52432,34.02,327
140.14811,34.19,473
264.40825,34.19,206
278.43762,34.19,192
280.44182,34.19,39
294.47119,34.19,30
296.47538,34.19,135
310.50475,34.19,266
324.53412,34.19,387
328.54251,34.19,64
472.84461,34.19,116
474.84881,34.19,53
480.86139,34.19,25
538.98307,34.19,78
561.02922,34.19,96
567.04181,34.19,512
569.04601,34.19,21
571.05020,34.19,35
573.05440,34.19,901
575.05859,34.19,196
581.07118,34.19,4606
583.07538,34.19,1606
585.07957,34.19,14816
587.08377,34.19,5087
589.08796,34.19,231
591.09216,34.19,9171
593.09636,34.19,15584
595.10055,34.19,4913
597.10475,34.19,184
599.10894,34.19,29
605.12153,34.19,9439
607.12573,34.19,3138
609.12992,34.19,364
611.13412,34.19,46
613.13831,34.19,2386
615.14251,34.19,720
617.14671,34.19,209
623.15929,34.19,365
625.16349,34.19,500
627.16768,34.19,125
629.17188,34.19,1760
631.17608,34.19,49426
633.18027,34.19,33679
635.18447,34.19,3310
637.18866,34.19,892
641.19705,34.19,21
643.20125,34.19,3398
645.20545,34.19,90180
647.20964,34.19,38575
649.21384,34.19,3658
651.21803,34.19,1218
653.22223,34.19,5444
655.22642,34.19,1662
665.24740,34.19,1419
667.25160,34.19,3150
669.25580,34.19,1074
671.25999,34.19,47
673.26419,34.19,664
675.26838,34.19,12201
677.27258,34.19,3964
681.28097,34.19,242
693.30614,34.19,46
695.31034,34.19,40
697.31454,34.19,1636
699.31873,34.19,331
701.32293,34.19,876
703.32712,34.19,204
709.33971,34.19,168
711.34391,34.19,80
727.37747,34.19,554
729.38167,34.19,81
797.52432,34.19,260
140.14811,34.36,649
254.38727,34.36,574
264.40825,34.36,21
278.43762,34.36,168
280.44182,34.36,23
282.44601,34.36,27
296.47538,34.36,119
310.50475,34.36,244
324.53412,34.36,387
338.56349,34.36,23
567.04181,34.36,394
571.05020,34.36,130
573.05440,34.36,55
581.07118,34.36,723
583.07538,34.36,233
585.07957,34.36,13463
587.08377,34.36,4518
589.08796,34.36,55
591.09216,34.36,4314
593.09636,34.36,9234
595.10055,34.36,2779
597.10475,34.36,70
599.10894,34.36,47
605.12153,34.36,8566
607.12573,34.36,2984
609.12992,34.36,482
611.13412,34.36,63
613.13831,34.36,1983
615.14251,34.36,619
617.14671,34.36,162
619.15090,34.36,24
623.15929,34.36,31
625.16349,34.36,1020
627.16768,34.36,244
629.17188,34.36,2644
631.17608,34.36,46476
633.18027,34.36,31829
635.18447,34.36,3032
637.18866,34.36,318
641.19705,34.36,92
643.20125,34.36,6007
645.20545,34.36,152904
647.20964,34.36,66142
649.21384,34.36,5016
651.21803,34.36,1735
653.22223,34.36,6112
655.22642,34.36,1873
657.23062,34.36,48
665.24740,34.36,1760
667.25160,34.36,5880
669.25580,34.36,2152
671.25999,34.36,24
673.26419,34.36,2531
675.26838,34.36,11029
677.27258,34.36,3455
681.28097,34.36,394
693.30614,34.36,22
695.31034,34.36,290
697.31454,34.36,362
699.31873,34.36,27
701.32293,34.36,859
703.32712,34.36,171
709.33971,34.36,457
711.34391,34.36,169
727.37747,34.36,970
729.38167,34.36,209
731.38586,34.36,57
797.52432,34.36,29
140.14811,34.53,635
254.38727,34.53,597
278.43762,34.53,168
282.44601,34.53,27
296.47538,34.53,107
310.50475,34.53,351
324.53412,34.53,387
338.56349,34.53,23
366.62223,34.53,22
506.91594,34.53,27
567.04181,34.53,222
571.05020,34.53,289
573.05440,34.53,50
581.07118,34.53,150
585.07957,34.53,9827
587.08377,34.53,3297
591.09216,34.53,2645
593.09636,34.53,7148
595.10055,34.53,2353
597.10475,34.53,38
599.10894,34.53,56
601.11314,34.53,58
605.12153,34.53,6287
607.12573,34.53,2418
609.12992,34.53,412
611.13412,34.53,87
613.13831,34.53,1516
615.14251,34.53,522
617.14671,34.53,264
619.15090,34.53,65
623.15929,34.53,50
625.16349,34.53,1439
627.16768,34.53,324
629.17188,34.53,4577
631.17608,34.53,35319
633.18027,34.53,24831
635.18447,34.53,2256
637.18866,34.53,108
641.19705,34.53,63
643.20125,34.53,8722
645.20545,34.53,210465
647.20964,34.53,94112
649.21384,34.53,5992
651.21803,34.53,2033
653.22223,34.53,5604
655.22642,34.53,1625
657.23062,34.53,21
665.24740,34.53,2003
667.25160,34.53,8777
669.25580,34.53,2968
671.25999,34.53,291
673.26419,34.53,11825
675.26838,34.53,8582
677.27258,34.53,2487
681.28097,34.53,400
693.30614,34.53,22
695.31034,34.53,1035
697.31454,34.53,215
701.32293,34.53,647
703.32712,34.53,82
709.33971,34.53,556
711.34391,34.53,134
715.35230,34.53,48
725.37328,34.53,163
727.37747,34.53,1749
729.38167,34.53,472
731.38586,34.53,138
116.09776,34.69,21
140.14811,34.69,377
254.38727,34.69,597
264.40825,34.69,54
282.44601,34.69,27
296.47538,34.69,31
310.50475,34.69,311
324.53412,34.69,124
338.56349,34.69,23
366.62223,34.69,22
368.62643,34.69,23
506.91594,34.69,27
567.04181,34.69,99
571.05020,34.69,1200
573.05440,34.69,88
585.07957,34.69,5971
587.08377,34.69,1838
591.09216,34.69,1517
593.09636,34.69,5411
595.10055,34.69,1905
597.10475,34.69,38
599.10894,34.69,49
601.11314,34.69,118
605.12153,34.69,3885
607.12573,34.69,1615
609.12992,34.69,217
611.13412,34.69,112
613.13831,34.69,1057
615.14251,34.69,433
617.14671,34.69,335
619.15090,34.69,67
621.15510,34.69,23
623.15929,34.69,94
625.16349,34.69,1609
627.16768,34.69,402
629.17188,34.69,6874
631.17608,34.69,22008
633.18027,34.69,15353
635.18447,34.69,1406
641.19705,34.69,110
643.20125,34.69,10282
645.20545,34.69,239447
647.20964,34.69,111086
649.21384,34.69,7585
651.21803,34.69,1817
653.22223,34.69,4082
655.22642,34.69,984
661.23901,34.69,100
665.24740,34.69,3125
667.25160,34.69,10756
669.25580,34.69,3509
671.25999,34.69,2751
673.26419,34.69,82891
675.26838,34.69,33944
677.27258,34.69,1713
679.27677,34.69,21
681.28097,34.69,304
689.29775,34.69,1000
691.30195,34.69,260
695.31034,34.69,3609
697.31454,34.69,1126
701.32293,34.69,342
709.33971,34.69,459
711.34391,34.69,45
713.34810,34.69,26
715.35230,34.69,98
717.35649,34.69,27
725.37328,34.69,370
727.37747,34.69,3163
729.38167,34.69,1085
731.38586,34.69,269
733.39006,34.69,53
116.09776,34.86,21
140.14811,34.86,440
222.32014,34.86,165
254.38727,34.86,43
264.40825,34.86,23
296.47538,34.86,23
310.50475,34.86,187
368.62643,34.86,23
420.73552,34.86,135
571.05020,34.86,2115
573.05440,34.86,44
585.07957,34.86,801
587.08377,34.86,241
591.09216,34.86,519
593.09636,34.86,2711
595.10055,34.86,807
599.10894,34.86,21
601.11314,34.86,49
605.12153,34.86,713
607.12573,34.86,574
609.12992,34.86,178
613.13831,34.86,302
615.14251,34.86,425
617.14671,34.86,360
619.15090,34.86,60
623.15929,34.86,47
625.16349,34.86,1124
627.16768,34.86,212
629.17188,34.86,6162
631.17608,34.86,4455
633.18027,34.86,2903
635.18447,34.86,193
639.19286,34.86,25
641.19705,34.86,91
643.20125,34.86,7549
645.20545,34.86,181904
647.20964,34.86,91074
649.21384,34.86,5817
651.21803,34.86,757
653.22223,34.86,845
655.22642,34.86,47
661.23901,34.86,102
663.24321,34.86,23
665.24740,34.86,4415
667.25160,34.86,8123
669.25580,34.86,2546
671.25999,34.86,5488
673.26419,34.86,153227
675.26838,34.86,62531
677.27258,34.86,2197
679.27677,34.86,96
681.28097,34.86,21
689.29775,34.86,2129
691.30195,34.86,625
693.30614,34.86,24
695.31034,34.86,4996
697.31454,34.86,1555
701.32293,34.86,30
709.33971,34.86,141
713.34810,34.86,249
715.35230,34.86,100
717.35649,34.86,27
725.37328,34.86,370
727.37747,34.86,3255
729.38167,34.86,1033
733.39006,34.86,197
779.48656,34.86,21
116.09776,35.03,21
140.14811,35.03,499
222.32014,35.03,165
254.38727,35.03,43
292.46699,35.03,99
296.47538,35.03,26
302.48797,35.03,41
304.49216,35.03,24
310.50475,35.03,32
324.53412,35.03,243
338.56349,35.03,25
340.56769,35.03,32
366.62223,35.03,54
368.62643,35.03,23
396.68517,35.03,50
420.73552,35.03,135
474.84881,35.03,241
569.04601,35.03,21
571.05020,35.03,3345
573.05440,35.03,62
585.07957,35.03,45
587.08377,35.03,60
591.09216,35.03,306
593.09636,35.03,1797
595.10055,35.03,402
601.11314,35.03,22
605.12153,35.03,148
607.12573,35.03,383
609.12992,35.03,103
613.13831,35.03,80
615.14251,35.03,419
617.14671,35.03,380
619.15090,35.03,94
625.16349,35.03,652
627.16768,35.03,95
629.17188,35.03,4630
631.17608,35.03,1828
633.18027,35.03,831
639.19286,35.03,60
643.20125,35.03,4847
645.20545,35.03,124013
647.20964,35.03,61295
649.21384,35.03,3407
651.21803,35.03,307
653.22223,35.03,173
655.22642,35.03,23
657.23062,35.03,48
659.23482,35.03,82
661.23901,35.03,136
665.24740,35.03,5842
667.25160,35.03,4766
669.25580,35.03,1463
671.25999,35.03,11646
673.26419,35.03,294089
675.26838,35.03,119184
677.27258,35.03,4037
679.27677,35.03,215
683.28517,35.03,46
687.29356,35.03,48
689.29775,35.03,4320
691.30195,35.03,1550
693.30614,35.03,24
695.31034,35.03,5378
697.31454,35.03,1877
709.33971,35.03,88
713.34810,35.03,952
715.35230,35.03,188
725.37328,35.03,271
727.37747,35.03,2841
729.38167,35.03,797
733.39006,35.03,449
735.39426,35.03,21
741.40684,35.03,335
743.41104,35.03,151
116.09776,35.19,21
140.14811,35.19,316
280.44182,35.19,249
292.46699,35.19,99
296.47538,35.19,26
302.48797,35.19,41
304.49216,35.19,24
324.53412,35.19,262
338.56349,35.19,25
340.56769,35.19,32
366.62223,35.19,84
396.68517,35.19,50
472.84461,35.19,227
474.84881,35.19,241
569.04601,35.19,111
571.05020,35.19,3195
573.05440,35.19,28
591.09216,35.19,159
593.09636,35.19,437
595.10055,35.19,66
607.12573,35.19,51
615.14251,35.19,169
617.14671,35.19,324
623.15929,35.19,44
625.16349,35.19,67
629.17188,35.19,1805
631.17608,35.19,743
639.19286,35.19,55
643.20125,35.19,1007
645.20545,35.19,30391
647.20964,35.19,13460
649.21384,35.19,421
653.22223,35.19,334
655.22642,35.19,119
657.23062,35.19,76
659.23482,35.19,177
661.23901,35.19,102
663.24321,35.19,54
665.24740,35.19,5135
667.25160,35.19,593
669.25580,35.19,102
671.25999,35.19,12503
673.26419,35.19,310222
675.26838,35.19,126328
677.27258,35.19,4196
679.27677,35.19,149
683.28517,35.19,54
687.29356,35.19,83
689.29775,35.19,4584
691.30195,35.19,1730
695.31034,35.19,2906
697.31454,35.19,985
713.34810,35.19,915
715.35230,35.19,182
727.37747,35.19,1041
729.38167,35.19,263
733.39006,35.19,415
739.40265,35.19,31
741.40684,35.19,848
743.41104,35.19,271
755.43621,35.19,48
761.44880,35.19,22
140.14811,35.36,316
198.26979,35.36,22
280.44182,35.36,249
292.46699,35.36,99
302.48797,35.36,41
304.49216,35.36,24
324.53412,35.36,250
338.56349,35.36,27
366.62223,35.36,98
452.80265,35.36,79
472.84461,35.36,227
474.84881,35.36,69
569.04601,35.36,81
571.05020,35.36,2508
573.05440,35.36,21
593.09636,35.36,80
595.10055,35.36,28
615.14251,35.36,34
617.14671,35.36,264
623.15929,35.36,54
629.17188,35.36,833
631.17608,35.36,310
639.19286,35.36,34
643.20125,35.36,273
645.20545,35.36,9784
647.20964,35.36,3909
649.21384,35.36,90
653.22223,35.36,386
655.22642,35.36,178
657.23062,35.36,107
659.23482,35.36,323
661.23901,35.36,162
663.24321,35.36,122
665.24740,35.36,3855
667.25160,35.36,147
669.25580,35.36,21
671.25999,35.36,11017
673.26419,35.36,271140
675.26838,35.36,111760
677.27258,35.36,3599
679.27677,35.36,49
683.28517,35.36,88
687.29356,35.36,63
689.29775,35.36,3958
691.30195,35.36,1556
695.31034,35.36,1557
697.31454,35.36,459
703.32712,35.36,26
713.34810,35.36,662
715.35230,35.36,79
727.37747,35.36,401
729.38167,35.36,94
733.39006,35.36,274
735.39426,35.36,32
739.40265,35.36,157
741.40684,35.36,1446
743.41104,35.36,311
140.14811,35.53,501
198.26979,35.53,22
206.28657,35.53,67
254.38727,35.53,24
264.40825,35.53,27
278.43762,35.53,53
280.44182,35.53,249
282.44601,35.53,91
324.53412,35.53,168
338.56349,35.53,22
366.62223,35.53,55
452.80265,35.53,221
472.84461,35.53,291
474.84881,35.53,72
569.04601,35.53,45
571.05020,35.53,1541
599.10894,35.53,73
617.14671,35.53,187
623.15929,35.53,22
629.17188,35.53,226
631.17608,35.53,82
639.19286,35.53,23
645.20545,35.53,2326
647.20964,35.53,731
653.22223,35.53,389
655.22642,35.53,153
657.23062,35.53,106
659.23482,35.53,673
661.23901,35.53,480
663.24321,35.53,130
665.24740,35.53,2381
667.25160,35.53,222
669.25580,35.53,400
671.25999,35.53,7697
673.26419,35.53,196759
675.26838,35.53,81524
677.27258,35.53,2477
679.27677,35.53,54
683.28517,35.53,82
687.29356,35.53,96
689.29775,35.53,2745
691.30195,35.53,1111
695.31034,35.53,558
697.31454,35.53,219
701.32293,35.53,21
703.32712,35.53,58
707.33551,35.53,237
709.33971,35.53,29
713.34810,35.53,378
715.35230,35.53,115
727.37747,35.53,89
729.38167,35.53,55
733.39006,35.53,105
735.39426,35.53,85
739.40265,35.53,269
741.40684,35.53,1835
743.41104,35.53,450
771.46978,35.53,210
773.47398,35.53,84
140.14811,35.69,375
206.28657,35.69,91
254.38727,35.69,24
278.43762,35.69,53
280.44182,35.69,144
282.44601,35.69,91
